"","ID","Sex","Race","Age","Range","X","trial_num","image_ID_targets","image_ID_pairs","response_pairs","target_global","target_local","target_number","target_spacing","target_confound","pair_left_global","pair_left_local","pair_left_number","pair_right_global","pair_right_local","pair_right_number","choice","choice_number","global","local","GminusL","LG_group"
"592","blg132","F","White",20,"Adult",6,6,"11_R.png","3_R.png","z","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"global",1,4,20,-16,"local"
"593","blg132","F","White",20,"Adult",7,7,"12.png","4.png","m","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"local",0,4,20,-16,"local"
"594","blg132","F","White",20,"Adult",8,8,"6.png","2.png","z","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"local",0,4,20,-16,"local"
"595","blg132","F","White",20,"Adult",9,9,"6_R.png","2_R.png","m","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"local",0,4,20,-16,"local"
"596","blg132","F","White",20,"Adult",10,10,"9.png","3.png","m","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"local",0,4,20,-16,"local"
"597","blg132","F","White",20,"Adult",11,11,"3_R.png","1_R.png","z","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"local",0,4,20,-16,"local"
"598","blg132","F","White",20,"Adult",12,12,"11.png","3.png","z","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"local",0,4,20,-16,"local"
"599","blg132","F","White",20,"Adult",13,13,"3.png","1.png","m","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"local",0,4,20,-16,"local"
"600","blg132","F","White",20,"Adult",14,14,"8_R.png","2_R.png","z","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"local",0,4,20,-16,"local"
"601","blg132","F","White",20,"Adult",15,15,"2_R.png","2_R.png","m","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"local",0,4,20,-16,"local"
"602","blg132","F","White",20,"Adult",16,16,"9_R.png","3_R.png","z","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"local",0,4,20,-16,"local"
"603","blg132","F","White",20,"Adult",17,17,"4.png","2.png","m","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"local",0,4,20,-16,"local"
"604","blg132","F","White",20,"Adult",18,18,"10_R.png","4_R.png","m","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"local",0,4,20,-16,"local"
"605","blg132","F","White",20,"Adult",19,19,"1_R.png","1_R.png","m","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"local",0,4,20,-16,"local"
"606","blg132","F","White",20,"Adult",20,20,"7.png","1.png","m","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"local",0,4,20,-16,"local"
"607","blg132","F","White",20,"Adult",21,21,"5_R.png","1_R.png","m","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"local",0,4,20,-16,"local"
"608","blg132","F","White",20,"Adult",22,22,"8.png","2.png","m","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"local",0,4,20,-16,"local"
"609","blg132","F","White",20,"Adult",23,23,"2.png","2.png","z","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"local",0,4,20,-16,"local"
"610","blg132","F","White",20,"Adult",24,24,"10.png","4.png","z","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"local",0,4,20,-16,"local"
"611","blg133","F","White",24,"Adult",1,1,"5.png","1.png","z","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"local",0,21,3,18,"global"
"612","blg133","F","White",24,"Adult",2,2,"5_R.png","1_R.png","m","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"local",0,21,3,18,"global"
"613","blg133","F","White",24,"Adult",3,3,"3.png","1.png","m","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"local",0,21,3,18,"global"
"614","blg133","F","White",24,"Adult",4,4,"6.png","2.png","m","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"global",1,21,3,18,"global"
"615","blg133","F","White",24,"Adult",5,5,"10_R.png","4_R.png","z","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"global",1,21,3,18,"global"
"616","blg133","F","White",24,"Adult",6,6,"2.png","2.png","m","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"global",1,21,3,18,"global"
"617","blg133","F","White",24,"Adult",7,7,"6_R.png","2_R.png","z","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"global",1,21,3,18,"global"
"618","blg133","F","White",24,"Adult",8,8,"9_R.png","3_R.png","m","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"global",1,21,3,18,"global"
"619","blg133","F","White",24,"Adult",9,9,"10.png","4.png","m","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"global",1,21,3,18,"global"
"620","blg133","F","White",24,"Adult",10,10,"7.png","1.png","z","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"global",1,21,3,18,"global"
"621","blg133","F","White",24,"Adult",11,11,"11.png","3.png","m","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"global",1,21,3,18,"global"
"622","blg133","F","White",24,"Adult",12,12,"4.png","2.png","z","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"global",1,21,3,18,"global"
"623","blg133","F","White",24,"Adult",13,13,"12_R.png","4_R.png","m","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"global",1,21,3,18,"global"
"624","blg133","F","White",24,"Adult",14,14,"2_R.png","2_R.png","z","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"global",1,21,3,18,"global"
"625","blg133","F","White",24,"Adult",15,15,"12.png","4.png","z","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"global",1,21,3,18,"global"
"626","blg133","F","White",24,"Adult",16,16,"1.png","1.png","m","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"global",1,21,3,18,"global"
"627","blg133","F","White",24,"Adult",17,17,"8.png","2.png","z","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"global",1,21,3,18,"global"
"628","blg133","F","White",24,"Adult",18,18,"11_R.png","3_R.png","z","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"global",1,21,3,18,"global"
"629","blg133","F","White",24,"Adult",19,19,"7_R.png","1_R.png","m","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"global",1,21,3,18,"global"
"630","blg133","F","White",24,"Adult",20,20,"4_R.png","2_R.png","m","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"global",1,21,3,18,"global"
"631","blg133","F","White",24,"Adult",21,21,"9.png","3.png","z","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"global",1,21,3,18,"global"
"632","blg133","F","White",24,"Adult",22,22,"3_R.png","1_R.png","m","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"global",1,21,3,18,"global"
"633","blg133","F","White",24,"Adult",23,23,"8_R.png","2_R.png","m","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"global",1,21,3,18,"global"
"634","blg133","F","White",24,"Adult",24,24,"1_R.png","1_R.png","z","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"global",1,21,3,18,"global"
"635","blg134","F","White",24,"Adult",1,1,"8.png","2.png","z","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"global",1,24,0,24,"global"
"636","blg134","F","White",24,"Adult",2,2,"10.png","4.png","m","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"global",1,24,0,24,"global"
"637","blg134","F","White",24,"Adult",3,3,"7.png","1.png","z","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"global",1,24,0,24,"global"
"638","blg134","F","White",24,"Adult",4,4,"11_R.png","3_R.png","z","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"global",1,24,0,24,"global"
"639","blg134","F","White",24,"Adult",5,5,"12_R.png","4_R.png","m","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"global",1,24,0,24,"global"
"640","blg134","F","White",24,"Adult",6,6,"2.png","2.png","m","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"global",1,24,0,24,"global"
"641","blg134","F","White",24,"Adult",7,7,"3.png","1.png","z","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"global",1,24,0,24,"global"
"642","blg134","F","White",24,"Adult",8,8,"12.png","4.png","z","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"global",1,24,0,24,"global"
"643","blg134","F","White",24,"Adult",9,9,"10_R.png","4_R.png","z","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"global",1,24,0,24,"global"
"644","blg134","F","White",24,"Adult",10,10,"3_R.png","1_R.png","m","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"global",1,24,0,24,"global"
"645","blg134","F","White",24,"Adult",11,11,"4.png","2.png","z","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"global",1,24,0,24,"global"
"646","blg134","F","White",24,"Adult",12,12,"5.png","1.png","m","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"global",1,24,0,24,"global"
"647","blg134","F","White",24,"Adult",13,13,"2_R.png","2_R.png","z","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"global",1,24,0,24,"global"
"648","blg134","F","White",24,"Adult",14,14,"9_R.png","3_R.png","m","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"global",1,24,0,24,"global"
"649","blg134","F","White",24,"Adult",15,15,"1.png","1.png","m","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"global",1,24,0,24,"global"
"650","blg134","F","White",24,"Adult",16,16,"9.png","3.png","z","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"global",1,24,0,24,"global"
"651","blg134","F","White",24,"Adult",17,17,"8_R.png","2_R.png","m","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"global",1,24,0,24,"global"
"652","blg134","F","White",24,"Adult",18,18,"7_R.png","1_R.png","m","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"global",1,24,0,24,"global"
"653","blg134","F","White",24,"Adult",19,19,"4_R.png","2_R.png","m","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"global",1,24,0,24,"global"
"654","blg134","F","White",24,"Adult",20,20,"1_R.png","1_R.png","z","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"global",1,24,0,24,"global"
"655","blg134","F","White",24,"Adult",21,21,"11.png","3.png","m","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"global",1,24,0,24,"global"
"656","blg134","F","White",24,"Adult",22,22,"6_R.png","2_R.png","z","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"global",1,24,0,24,"global"
"657","blg134","F","White",24,"Adult",23,23,"5_R.png","1_R.png","z","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"global",1,24,0,24,"global"
"658","blg134","F","White",24,"Adult",24,24,"6.png","2.png","m","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"global",1,24,0,24,"global"
"659","blg135","F","Asian",23,"Adult",1,1,"2_R.png","2_R.png","m","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"local",0,21,3,18,"global"
"660","blg135","F","Asian",23,"Adult",2,2,"11_R.png","3_R.png","z","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"global",1,21,3,18,"global"
"661","blg135","F","Asian",23,"Adult",3,3,"3.png","1.png","z","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"global",1,21,3,18,"global"
"662","blg135","F","Asian",23,"Adult",4,4,"9_R.png","3_R.png","m","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"global",1,21,3,18,"global"
"663","blg135","F","Asian",23,"Adult",5,5,"3_R.png","1_R.png","m","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"global",1,21,3,18,"global"
"664","blg135","F","Asian",23,"Adult",6,6,"8.png","2.png","z","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"global",1,21,3,18,"global"
"665","blg135","F","Asian",23,"Adult",7,7,"9.png","3.png","z","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"global",1,21,3,18,"global"
"666","blg135","F","Asian",23,"Adult",8,8,"8_R.png","2_R.png","m","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"global",1,21,3,18,"global"
"667","blg135","F","Asian",23,"Adult",9,9,"4.png","2.png","z","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"global",1,21,3,18,"global"
"668","blg135","F","Asian",23,"Adult",10,10,"5.png","1.png","m","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"global",1,21,3,18,"global"
"669","blg135","F","Asian",23,"Adult",11,11,"12.png","4.png","z","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"global",1,21,3,18,"global"
"670","blg135","F","Asian",23,"Adult",12,12,"1.png","1.png","z","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"local",0,21,3,18,"global"
"671","blg135","F","Asian",23,"Adult",13,13,"5_R.png","1_R.png","z","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"global",1,21,3,18,"global"
"672","blg135","F","Asian",23,"Adult",14,14,"6.png","2.png","m","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"global",1,21,3,18,"global"
"673","blg135","F","Asian",23,"Adult",15,15,"7_R.png","1_R.png","m","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"global",1,21,3,18,"global"
"674","blg135","F","Asian",23,"Adult",16,16,"2.png","2.png","m","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"global",1,21,3,18,"global"
"675","blg135","F","Asian",23,"Adult",17,17,"6_R.png","2_R.png","m","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"local",0,21,3,18,"global"
"676","blg135","F","Asian",23,"Adult",18,18,"1_R.png","1_R.png","z","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"global",1,21,3,18,"global"
"677","blg135","F","Asian",23,"Adult",19,19,"7.png","1.png","z","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"global",1,21,3,18,"global"
"678","blg135","F","Asian",23,"Adult",20,20,"11.png","3.png","m","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"global",1,21,3,18,"global"
"679","blg135","F","Asian",23,"Adult",21,21,"4_R.png","2_R.png","m","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"global",1,21,3,18,"global"
"680","blg135","F","Asian",23,"Adult",22,22,"10_R.png","4_R.png","z","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"global",1,21,3,18,"global"
"681","blg135","F","Asian",23,"Adult",23,23,"12_R.png","4_R.png","m","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"global",1,21,3,18,"global"
"682","blg135","F","Asian",23,"Adult",24,24,"10.png","4.png","m","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"global",1,21,3,18,"global"
"683","blg136","F","Black",23,"Adult",1,1,"6.png","2.png","z","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"local",0,20,4,16,"global"
"684","blg136","F","Black",23,"Adult",2,2,"7_R.png","1_R.png","z","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"local",0,20,4,16,"global"
"685","blg136","F","Black",23,"Adult",3,3,"2_R.png","2_R.png","z","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"global",1,20,4,16,"global"
"686","blg136","F","Black",23,"Adult",4,4,"1.png","1.png","m","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"global",1,20,4,16,"global"
"687","blg136","F","Black",23,"Adult",5,5,"12.png","4.png","z","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"global",1,20,4,16,"global"
"688","blg136","F","Black",23,"Adult",6,6,"3.png","1.png","z","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"global",1,20,4,16,"global"
"689","blg136","F","Black",23,"Adult",7,7,"1_R.png","1_R.png","z","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"global",1,20,4,16,"global"
"690","blg136","F","Black",23,"Adult",8,8,"9_R.png","3_R.png","m","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"global",1,20,4,16,"global"
"691","blg136","F","Black",23,"Adult",9,9,"2.png","2.png","z","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"local",0,20,4,16,"global"
"692","blg136","F","Black",23,"Adult",10,10,"5_R.png","1_R.png","z","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"global",1,20,4,16,"global"
"693","blg136","F","Black",23,"Adult",11,11,"12_R.png","4_R.png","m","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"global",1,20,4,16,"global"
"694","blg136","F","Black",23,"Adult",12,12,"8_R.png","2_R.png","m","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"global",1,20,4,16,"global"
"695","blg136","F","Black",23,"Adult",13,13,"7.png","1.png","z","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"global",1,20,4,16,"global"
"696","blg136","F","Black",23,"Adult",14,14,"10.png","4.png","m","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"global",1,20,4,16,"global"
"697","blg136","F","Black",23,"Adult",15,15,"10_R.png","4_R.png","m","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"local",0,20,4,16,"global"
"698","blg136","F","Black",23,"Adult",16,16,"8.png","2.png","z","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"global",1,20,4,16,"global"
"699","blg136","F","Black",23,"Adult",17,17,"4.png","2.png","z","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"global",1,20,4,16,"global"
"700","blg136","F","Black",23,"Adult",18,18,"6_R.png","2_R.png","z","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"global",1,20,4,16,"global"
"701","blg136","F","Black",23,"Adult",19,19,"11_R.png","3_R.png","z","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"global",1,20,4,16,"global"
"702","blg136","F","Black",23,"Adult",20,20,"5.png","1.png","m","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"global",1,20,4,16,"global"
"703","blg136","F","Black",23,"Adult",21,21,"4_R.png","2_R.png","m","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"global",1,20,4,16,"global"
"704","blg136","F","Black",23,"Adult",22,22,"11.png","3.png","m","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"global",1,20,4,16,"global"
"705","blg136","F","Black",23,"Adult",23,23,"3_R.png","1_R.png","m","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"global",1,20,4,16,"global"
"706","blg136","F","Black",23,"Adult",24,24,"9.png","3.png","z","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"global",1,20,4,16,"global"
"707","blg137","M","White",24,"Adult",1,1,"11.png","3.png","z","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"local",0,0,24,-24,"local"
"708","blg137","M","White",24,"Adult",2,2,"6_R.png","2_R.png","m","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"local",0,0,24,-24,"local"
"709","blg137","M","White",24,"Adult",3,3,"3_R.png","1_R.png","z","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"local",0,0,24,-24,"local"
"710","blg137","M","White",24,"Adult",4,4,"8_R.png","2_R.png","z","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"local",0,0,24,-24,"local"
"711","blg137","M","White",24,"Adult",5,5,"5_R.png","1_R.png","m","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"local",0,0,24,-24,"local"
"712","blg137","M","White",24,"Adult",6,6,"4_R.png","2_R.png","z","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"local",0,0,24,-24,"local"
"713","blg137","M","White",24,"Adult",7,7,"9_R.png","3_R.png","z","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"local",0,0,24,-24,"local"
"714","blg137","M","White",24,"Adult",8,8,"10_R.png","4_R.png","m","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"local",0,0,24,-24,"local"
"715","blg137","M","White",24,"Adult",9,9,"6.png","2.png","z","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"local",0,0,24,-24,"local"
"716","blg137","M","White",24,"Adult",10,10,"5.png","1.png","z","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"local",0,0,24,-24,"local"
"717","blg137","M","White",24,"Adult",11,11,"12.png","4.png","m","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"local",0,0,24,-24,"local"
"718","blg137","M","White",24,"Adult",12,12,"12_R.png","4_R.png","z","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"local",0,0,24,-24,"local"
"719","blg137","M","White",24,"Adult",13,13,"2.png","2.png","z","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"local",0,0,24,-24,"local"
"720","blg137","M","White",24,"Adult",14,14,"9.png","3.png","m","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"local",0,0,24,-24,"local"
"721","blg137","M","White",24,"Adult",15,15,"10.png","4.png","z","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"local",0,0,24,-24,"local"
"722","blg137","M","White",24,"Adult",16,16,"4.png","2.png","m","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"local",0,0,24,-24,"local"
"723","blg137","M","White",24,"Adult",17,17,"8.png","2.png","m","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"local",0,0,24,-24,"local"
"724","blg137","M","White",24,"Adult",18,18,"11_R.png","3_R.png","m","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"local",0,0,24,-24,"local"
"725","blg137","M","White",24,"Adult",19,19,"2_R.png","2_R.png","m","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"local",0,0,24,-24,"local"
"726","blg137","M","White",24,"Adult",20,20,"1_R.png","1_R.png","m","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"local",0,0,24,-24,"local"
"727","blg137","M","White",24,"Adult",21,21,"7.png","1.png","m","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"local",0,0,24,-24,"local"
"728","blg137","M","White",24,"Adult",22,22,"1.png","1.png","z","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"local",0,0,24,-24,"local"
"729","blg137","M","White",24,"Adult",23,23,"7_R.png","1_R.png","z","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"local",0,0,24,-24,"local"
"730","blg137","M","White",24,"Adult",24,24,"3.png","1.png","m","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"local",0,0,24,-24,"local"
"731","blg138","F","White",22,"Adult",1,1,"4.png","2.png","z","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"global",1,19,5,14,"global"
"732","blg138","F","White",22,"Adult",2,2,"6_R.png","2_R.png","m","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"local",0,19,5,14,"global"
"733","blg138","F","White",22,"Adult",3,3,"12_R.png","4_R.png","m","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"global",1,19,5,14,"global"
"734","blg138","F","White",22,"Adult",4,4,"10.png","4.png","m","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"global",1,19,5,14,"global"
"735","blg138","F","White",22,"Adult",5,5,"4_R.png","2_R.png","m","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"global",1,19,5,14,"global"
"736","blg138","F","White",22,"Adult",6,6,"11_R.png","3_R.png","z","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"global",1,19,5,14,"global"
"737","blg138","F","White",22,"Adult",7,7,"1_R.png","1_R.png","m","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"local",0,19,5,14,"global"
"738","blg138","F","White",22,"Adult",8,8,"6.png","2.png","m","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"global",1,19,5,14,"global"
"739","blg138","F","White",22,"Adult",9,9,"5_R.png","1_R.png","z","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"global",1,19,5,14,"global"
"740","blg138","F","White",22,"Adult",10,10,"9.png","3.png","z","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"global",1,19,5,14,"global"
"741","blg138","F","White",22,"Adult",11,11,"2.png","2.png","m","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"global",1,19,5,14,"global"
"742","blg138","F","White",22,"Adult",12,12,"11.png","3.png","z","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"local",0,19,5,14,"global"
"743","blg138","F","White",22,"Adult",13,13,"2_R.png","2_R.png","z","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"global",1,19,5,14,"global"
"744","blg138","F","White",22,"Adult",14,14,"9_R.png","3_R.png","m","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"global",1,19,5,14,"global"
"745","blg138","F","White",22,"Adult",15,15,"3_R.png","1_R.png","m","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"global",1,19,5,14,"global"
"746","blg138","F","White",22,"Adult",16,16,"7_R.png","1_R.png","m","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"global",1,19,5,14,"global"
"747","blg138","F","White",22,"Adult",17,17,"7.png","1.png","z","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"global",1,19,5,14,"global"
"748","blg138","F","White",22,"Adult",18,18,"3.png","1.png","z","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"global",1,19,5,14,"global"
"749","blg138","F","White",22,"Adult",19,19,"8.png","2.png","z","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"global",1,19,5,14,"global"
"750","blg138","F","White",22,"Adult",20,20,"8_R.png","2_R.png","m","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"global",1,19,5,14,"global"
"751","blg138","F","White",22,"Adult",21,21,"12.png","4.png","z","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"global",1,19,5,14,"global"
"752","blg138","F","White",22,"Adult",22,22,"5.png","1.png","z","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"local",0,19,5,14,"global"
"753","blg138","F","White",22,"Adult",23,23,"10_R.png","4_R.png","m","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"local",0,19,5,14,"global"
"754","blg138","F","White",22,"Adult",24,24,"1.png","1.png","m","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"global",1,19,5,14,"global"
"755","blg139","M","White",23,"Adult",1,1,"12_R.png","4_R.png","z","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"local",0,0,24,-24,"local"
