"","trial_type","stimulus","response","left_image","right_image","correct_response","correct"
"1","bouba-kiki","PracSounds/1.wav","m","[""PracImgs/4.png""]","[""PracImgs/1.png""]","m","true"
"2","bouba-kiki","PracSounds/5.wav","z","[""PracImgs/5.png""]","[""PracImgs/6.png""]","z","true"
"3","bouba-kiki","PracSounds/7.wav","m","[""PracImgs/3.png""]","[""PracImgs/7.png""]","m","true"
"4","bouba-kiki","PracSounds/2.wav","m","[""PracImgs/8.png""]","[""PracImgs/2.png""]","m","true"
