"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"10.png","4.png","z"
"2",2,"5_R.png","1_R.png","m"
"3",3,"12.png","4.png","m"
"4",4,"5.png","1.png","z"
"5",5,"4.png","2.png","m"
"6",6,"4_R.png","2_R.png","z"
"7",7,"9.png","3.png","m"
"8",8,"12_R.png","4_R.png","z"
"9",9,"8.png","2.png","m"
"10",10,"9_R.png","3_R.png","z"
"11",11,"11_R.png","3_R.png","m"
"12",12,"8_R.png","2_R.png","z"
"13",13,"2.png","2.png","z"
"14",14,"6_R.png","2_R.png","z"
"15",15,"2_R.png","2_R.png","m"
"16",16,"11.png","3.png","m"
"17",17,"7_R.png","1_R.png","z"
"18",18,"3.png","1.png","m"
"19",19,"7.png","1.png","m"
"20",20,"3_R.png","1_R.png","m"
"21",21,"1_R.png","1_R.png","m"
"22",22,"10_R.png","4_R.png","m"
"23",23,"6.png","2.png","z"
"24",24,"1.png","1.png","z"
