"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"9_R.png","3_R.png","z"
"2",2,"3_R.png","1_R.png","z"
"3",3,"5.png","1.png","z"
"4",4,"1_R.png","1_R.png","m"
"5",5,"10.png","4.png","z"
"6",6,"8_R.png","2_R.png","z"
"7",7,"5_R.png","1_R.png","m"
"8",8,"4.png","2.png","m"
"9",9,"10_R.png","4_R.png","m"
"10",10,"12_R.png","4_R.png","z"
"11",11,"1.png","1.png","z"
"12",12,"11.png","3.png","z"
"13",13,"3.png","1.png","m"
"14",14,"2.png","2.png","z"
"15",15,"7_R.png","1_R.png","z"
"16",16,"12.png","4.png","m"
"17",17,"7.png","1.png","m"
"18",18,"9.png","3.png","z"
"19",19,"4_R.png","2_R.png","z"
"20",20,"6_R.png","2_R.png","m"
"21",21,"8.png","2.png","m"
"22",22,"6.png","2.png","z"
"23",23,"2_R.png","2_R.png","m"
"24",24,"11_R.png","3_R.png","m"
