"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"11_R.png","3_R.png","z"
"2",2,"12_R.png","4_R.png","m"
"3",3,"3_R.png","1_R.png","m"
"4",4,"4_R.png","2_R.png","m"
"5",5,"12.png","4.png","z"
"6",6,"8.png","2.png","z"
"7",7,"6.png","2.png","m"
"8",8,"1_R.png","1_R.png","z"
"9",9,"1.png","1.png","m"
"10",10,"9_R.png","3_R.png","m"
"11",11,"5.png","1.png","m"
"12",12,"2_R.png","2_R.png","z"
"13",13,"4.png","2.png","z"
"14",14,"10.png","4.png","m"
"15",15,"11.png","3.png","m"
"16",16,"10_R.png","4_R.png","z"
"17",17,"7_R.png","1_R.png","m"
"18",18,"6_R.png","2_R.png","z"
"19",19,"2.png","2.png","m"
"20",20,"9.png","3.png","z"
"21",21,"5_R.png","1_R.png","z"
"22",22,"7.png","1.png","m"
"23",23,"8_R.png","2_R.png","m"
"24",24,"3.png","1.png","z"
