"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"11_R.png","3_R.png","m"
"2",2,"7.png","1.png","z"
"3",3,"3.png","1.png","z"
"4",4,"9_R.png","3_R.png","z"
"5",5,"8_R.png","2_R.png","z"
"6",6,"7_R.png","1_R.png","m"
"7",7,"1.png","1.png","m"
"8",8,"10_R.png","4_R.png","m"
"9",9,"2_R.png","2_R.png","m"
"10",10,"8.png","2.png","z"
"11",11,"4_R.png","2_R.png","m"
"12",12,"6_R.png","2_R.png","m"
"13",13,"5.png","1.png","m"
"14",14,"12.png","4.png","null"
"15",15,"10.png","4.png","null"
"16",16,"6.png","2.png","z"
"17",17,"5_R.png","1_R.png","z"
"18",18,"12_R.png","4_R.png","m"
"19",19,"2.png","2.png","z"
"20",20,"9.png","3.png","z"
"21",21,"1_R.png","1_R.png","z"
"22",22,"4.png","2.png","m"
"23",23,"11.png","3.png","m"
"24",24,"3_R.png","1_R.png","m"
