"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"1_R.png","1_R.png","m"
"2",2,"2.png","2.png","z"
"3",3,"6_R.png","2_R.png","m"
"4",4,"11.png","3.png","z"
"5",5,"7.png","1.png","m"
"6",6,"12.png","4.png","m"
"7",7,"12_R.png","4_R.png","z"
"8",8,"6.png","2.png","z"
"9",9,"4_R.png","2_R.png","z"
"10",10,"3.png","1.png","m"
"11",11,"5.png","1.png","z"
"12",12,"5_R.png","1_R.png","m"
"13",13,"9.png","3.png","m"
"14",14,"10_R.png","4_R.png","z"
"15",15,"4.png","2.png","m"
"16",16,"10.png","4.png","z"
"17",17,"11_R.png","3_R.png","m"
"18",18,"8.png","2.png","m"
"19",19,"3_R.png","1_R.png","z"
"20",20,"8_R.png","2_R.png","m"
"21",21,"7_R.png","1_R.png","z"
"22",22,"9_R.png","3_R.png","z"
"23",23,"2_R.png","2_R.png","m"
"24",24,"1.png","1.png","null"
