"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"4_R.png","2_R.png","m"
"2",2,"4.png","2.png","m"
"3",3,"9_R.png","3_R.png","z"
"4",4,"6_R.png","2_R.png","m"
"5",5,"1.png","1.png","z"
"6",6,"3.png","1.png","z"
"7",7,"5.png","1.png","m"
"8",8,"10_R.png","4_R.png","z"
"9",9,"5_R.png","1_R.png","z"
"10",10,"10.png","4.png","m"
"11",11,"8_R.png","2_R.png","m"
"12",12,"7_R.png","1_R.png","m"
"13",13,"2.png","2.png","m"
"14",14,"12.png","4.png","z"
"15",15,"6.png","2.png","m"
"16",16,"2_R.png","2_R.png","z"
"17",17,"1_R.png","1_R.png","z"
"18",18,"9.png","3.png","z"
"19",19,"8.png","2.png","z"
"20",20,"7.png","1.png","z"
"21",21,"11.png","3.png","z"
"22",22,"12_R.png","4_R.png","m"
"23",23,"3_R.png","1_R.png","m"
"24",24,"11_R.png","3_R.png","z"
