"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"4.png","2.png","z"
"2",2,"6_R.png","2_R.png","m"
"3",3,"12_R.png","4_R.png","m"
"4",4,"10.png","4.png","m"
"5",5,"4_R.png","2_R.png","m"
"6",6,"11_R.png","3_R.png","z"
"7",7,"1_R.png","1_R.png","m"
"8",8,"6.png","2.png","m"
"9",9,"5_R.png","1_R.png","z"
"10",10,"9.png","3.png","z"
"11",11,"2.png","2.png","m"
"12",12,"11.png","3.png","z"
"13",13,"2_R.png","2_R.png","z"
"14",14,"9_R.png","3_R.png","m"
"15",15,"3_R.png","1_R.png","m"
"16",16,"7_R.png","1_R.png","m"
"17",17,"7.png","1.png","z"
"18",18,"3.png","1.png","z"
"19",19,"8.png","2.png","z"
"20",20,"8_R.png","2_R.png","m"
"21",21,"12.png","4.png","z"
"22",22,"5.png","1.png","z"
"23",23,"10_R.png","4_R.png","m"
"24",24,"1.png","1.png","m"
