"","trial_type","stimulus","response","left_image","right_image","correct_response","correct","sound","vowel_type","congruent","voicing","consonant_type"
"1","bouba-kiki","sound/SASA.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","z",0,"curved","/a/","congruent","unvoiced","fricative"
"2","bouba-kiki","sound/mimi.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/i/","incongruent","voiced","sonorant"
"3","bouba-kiki","sound/DADA.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","m",0,"curved","/a/","congruent","voiced","stop"
"4","bouba-kiki","sound/fifi.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/i/","incongruent","unvoiced","fricative"
"5","bouba-kiki","sound/TATA.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","m",1,"angular","/a/","incongruent","unvoiced","stop"
"6","bouba-kiki","sound/fifi.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/i/","incongruent","unvoiced","fricative"
"7","bouba-kiki","sound/fifi.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/i/","incongruent","unvoiced","fricative"
"8","bouba-kiki","sound/DADA.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",0,"curved","/a/","congruent","voiced","stop"
"9","bouba-kiki","sound/titi.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/i/","congruent","unvoiced","stop"
"10","bouba-kiki","sound/FAFA.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/a/","congruent","unvoiced","fricative"
"11","bouba-kiki","sound/didi.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","z",0,"curved","/i/","incongruent","voiced","stop"
"12","bouba-kiki","sound/MAMA.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","m",1,"curved","/a/","congruent","voiced","sonorant"
"13","bouba-kiki","sound/SASA.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","m",0,"curved","/a/","congruent","unvoiced","fricative"
"14","bouba-kiki","sound/didi.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",0,"curved","/i/","incongruent","voiced","stop"
"15","bouba-kiki","sound/DADA.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/a/","congruent","voiced","stop"
"16","bouba-kiki","sound/lili.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",1,"curved","/i/","incongruent","voiced","sonorant"
"17","bouba-kiki","sound/DADA.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","z",0,"curved","/a/","congruent","voiced","stop"
"18","bouba-kiki","sound/FAFA.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","m",1,"curved","/a/","congruent","unvoiced","fricative"
"19","bouba-kiki","sound/fifi.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","m",1,"curved","/i/","incongruent","unvoiced","fricative"
"20","bouba-kiki","sound/kiki.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","m",0,"angular","/i/","congruent","unvoiced","stop"
"21","bouba-kiki","sound/LALA.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/a/","congruent","voiced","sonorant"
"22","bouba-kiki","sound/TATA.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/a/","incongruent","unvoiced","stop"
"23","bouba-kiki","sound/sisi.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",0,"curved","/i/","incongruent","unvoiced","fricative"
"24","bouba-kiki","sound/zizi.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/i/","congruent","voiced","fricative"
"25","bouba-kiki","sound/MAMA.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","z",0,"curved","/a/","congruent","voiced","sonorant"
"26","bouba-kiki","sound/kiki.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","m",1,"angular","/i/","congruent","unvoiced","stop"
"27","bouba-kiki","sound/SASA.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","m",0,"curved","/a/","congruent","unvoiced","fricative"
"28","bouba-kiki","sound/lili.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/i/","incongruent","voiced","sonorant"
"29","bouba-kiki","sound/sisi.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","z",0,"curved","/i/","incongruent","unvoiced","fricative"
"30","bouba-kiki","sound/LALA.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","z",0,"curved","/a/","congruent","voiced","sonorant"
"31","bouba-kiki","sound/FAFA.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/a/","congruent","unvoiced","fricative"
"32","bouba-kiki","sound/sisi.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","z",0,"curved","/i/","incongruent","unvoiced","fricative"
"33","bouba-kiki","sound/LALA.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","m",0,"curved","/a/","congruent","voiced","sonorant"
"34","bouba-kiki","sound/ZAZA.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/a/","incongruent","voiced","fricative"
"35","bouba-kiki","sound/titi.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/i/","congruent","unvoiced","stop"
"36","bouba-kiki","sound/KAKA.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","z",1,"angular","/a/","incongruent","unvoiced","stop"
"37","bouba-kiki","sound/didi.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","z",0,"curved","/i/","incongruent","voiced","stop"
"38","bouba-kiki","sound/kiki.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/i/","congruent","unvoiced","stop"
"39","bouba-kiki","sound/LALA.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/a/","congruent","voiced","sonorant"
"40","bouba-kiki","sound/TATA.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/a/","incongruent","unvoiced","stop"
"41","bouba-kiki","sound/sisi.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/i/","incongruent","unvoiced","fricative"
"42","bouba-kiki","sound/titi.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/i/","congruent","unvoiced","stop"
"43","bouba-kiki","sound/ZAZA.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","m",1,"angular","/a/","incongruent","voiced","fricative"
"44","bouba-kiki","sound/didi.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/i/","incongruent","voiced","stop"
"45","bouba-kiki","sound/kiki.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","m",0,"angular","/i/","congruent","unvoiced","stop"
"46","bouba-kiki","sound/MAMA.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/a/","congruent","voiced","sonorant"
"47","bouba-kiki","sound/lili.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/i/","incongruent","voiced","sonorant"
"48","bouba-kiki","sound/KAKA.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/a/","incongruent","unvoiced","stop"
"49","bouba-kiki","sound/KAKA.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","m",1,"angular","/a/","incongruent","unvoiced","stop"
"50","bouba-kiki","sound/zizi.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","z",1,"angular","/i/","congruent","voiced","fricative"
"51","bouba-kiki","sound/lili.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/i/","incongruent","voiced","sonorant"
"52","bouba-kiki","sound/MAMA.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",1,"curved","/a/","congruent","voiced","sonorant"
"53","bouba-kiki","sound/titi.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","z",1,"angular","/i/","congruent","unvoiced","stop"
"54","bouba-kiki","sound/mimi.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","m",1,"curved","/i/","incongruent","voiced","sonorant"
"55","bouba-kiki","sound/ZAZA.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/a/","incongruent","voiced","fricative"
"56","bouba-kiki","sound/TATA.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","m",1,"angular","/a/","incongruent","unvoiced","stop"
"57","bouba-kiki","sound/zizi.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","z",1,"angular","/i/","congruent","voiced","fricative"
"58","bouba-kiki","sound/mimi.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","z",1,"curved","/i/","incongruent","voiced","sonorant"
"59","bouba-kiki","sound/SASA.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","m",0,"curved","/a/","congruent","unvoiced","fricative"
"60","bouba-kiki","sound/zizi.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","m",1,"angular","/i/","congruent","voiced","fricative"
"61","bouba-kiki","sound/ZAZA.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","m",1,"angular","/a/","incongruent","voiced","fricative"
"62","bouba-kiki","sound/KAKA.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/a/","incongruent","unvoiced","stop"
"63","bouba-kiki","sound/mimi.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/i/","incongruent","voiced","sonorant"
"64","bouba-kiki","sound/FAFA.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","z",1,"curved","/a/","congruent","unvoiced","fricative"
