"","trial_type","stimulus","response","left_image","right_image","correct_response","correct","sound","vowel_type","congruent","voicing","consonant_type"
"1","bouba-kiki","sound/lili.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","z",1,"curved","/i/","incongruent","voiced","sonorant"
"2","bouba-kiki","sound/TATA.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","m",0,"angular","/a/","incongruent","unvoiced","stop"
"3","bouba-kiki","sound/SASA.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","m",0,"curved","/a/","congruent","unvoiced","fricative"
"4","bouba-kiki","sound/fifi.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","z",1,"curved","/i/","incongruent","unvoiced","fricative"
"5","bouba-kiki","sound/SASA.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","z",0,"curved","/a/","congruent","unvoiced","fricative"
"6","bouba-kiki","sound/ZAZA.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","z",1,"angular","/a/","incongruent","voiced","fricative"
"7","bouba-kiki","sound/fifi.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","z",1,"curved","/i/","incongruent","unvoiced","fricative"
"8","bouba-kiki","sound/DADA.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/a/","congruent","voiced","stop"
"9","bouba-kiki","sound/ZAZA.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/a/","incongruent","voiced","fricative"
"10","bouba-kiki","sound/kiki.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/i/","congruent","unvoiced","stop"
"11","bouba-kiki","sound/sisi.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","z",0,"curved","/i/","incongruent","unvoiced","fricative"
"12","bouba-kiki","sound/FAFA.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","m",1,"curved","/a/","congruent","unvoiced","fricative"
"13","bouba-kiki","sound/didi.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/i/","incongruent","voiced","stop"
"14","bouba-kiki","sound/MAMA.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","z",1,"curved","/a/","congruent","voiced","sonorant"
"15","bouba-kiki","sound/sisi.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","m",0,"curved","/i/","incongruent","unvoiced","fricative"
"16","bouba-kiki","sound/zizi.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","m",1,"angular","/i/","congruent","voiced","fricative"
"17","bouba-kiki","sound/FAFA.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","m",0,"curved","/a/","congruent","unvoiced","fricative"
"18","bouba-kiki","sound/titi.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","z",0,"angular","/i/","congruent","unvoiced","stop"
"19","bouba-kiki","sound/LALA.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/a/","congruent","voiced","sonorant"
"20","bouba-kiki","sound/kiki.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","m",1,"angular","/i/","congruent","unvoiced","stop"
"21","bouba-kiki","sound/DADA.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/a/","congruent","voiced","stop"
"22","bouba-kiki","sound/SASA.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","z",0,"curved","/a/","congruent","unvoiced","fricative"
"23","bouba-kiki","sound/mimi.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","m",0,"curved","/i/","incongruent","voiced","sonorant"
"24","bouba-kiki","sound/fifi.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","z",0,"curved","/i/","incongruent","unvoiced","fricative"
"25","bouba-kiki","sound/FAFA.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/a/","congruent","unvoiced","fricative"
"26","bouba-kiki","sound/sisi.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",0,"curved","/i/","incongruent","unvoiced","fricative"
"27","bouba-kiki","sound/zizi.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","m",1,"angular","/i/","congruent","voiced","fricative"
"28","bouba-kiki","sound/MAMA.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","m",1,"curved","/a/","congruent","voiced","sonorant"
"29","bouba-kiki","sound/kiki.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","m",1,"angular","/i/","congruent","unvoiced","stop"
"30","bouba-kiki","sound/KAKA.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","z",1,"angular","/a/","incongruent","unvoiced","stop"
"31","bouba-kiki","sound/ZAZA.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","z",1,"angular","/a/","incongruent","voiced","fricative"
"32","bouba-kiki","sound/sisi.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",0,"curved","/i/","incongruent","unvoiced","fricative"
"33","bouba-kiki","sound/DADA.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","m",1,"curved","/a/","congruent","voiced","stop"
"34","bouba-kiki","sound/zizi.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","m",1,"angular","/i/","congruent","voiced","fricative"
"35","bouba-kiki","sound/MAMA.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/a/","congruent","voiced","sonorant"
"36","bouba-kiki","sound/mimi.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","m",0,"curved","/i/","incongruent","voiced","sonorant"
"37","bouba-kiki","sound/kiki.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/i/","congruent","unvoiced","stop"
"38","bouba-kiki","sound/TATA.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","z",0,"angular","/a/","incongruent","unvoiced","stop"
"39","bouba-kiki","sound/mimi.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","z",0,"curved","/i/","incongruent","voiced","sonorant"
"40","bouba-kiki","sound/LALA.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/a/","congruent","voiced","sonorant"
"41","bouba-kiki","sound/TATA.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","z",0,"angular","/a/","incongruent","unvoiced","stop"
"42","bouba-kiki","sound/mimi.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/i/","incongruent","voiced","sonorant"
"43","bouba-kiki","sound/MAMA.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/a/","congruent","voiced","sonorant"
"44","bouba-kiki","sound/TATA.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","z",0,"angular","/a/","incongruent","unvoiced","stop"
"45","bouba-kiki","sound/lili.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","z",0,"curved","/i/","incongruent","voiced","sonorant"
"46","bouba-kiki","sound/titi.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","z",0,"angular","/i/","congruent","unvoiced","stop"
"47","bouba-kiki","sound/FAFA.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",1,"curved","/a/","congruent","unvoiced","fricative"
"48","bouba-kiki","sound/didi.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","m",0,"curved","/i/","incongruent","voiced","stop"
"49","bouba-kiki","sound/didi.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","m",0,"curved","/i/","incongruent","voiced","stop"
