"","trial_type","stimulus","response","left_image","right_image","correct_response","correct","sound"
"1","bouba-kiki","sound/baba_rep.wav","z","[""img/bouba_7_L_white.png""]","[""img/kiki_7_L_white.png""]","z",1,"round"
"2","bouba-kiki","sound/teetee.wav","m","[""img/bouba_7_S_white.png""]","[""img/kiki_7_S_white.png""]","m",1,"spiky"
"3","bouba-kiki","sound/gaga_rep.wav","z","[""img/kiki_7_L_white.png""]","[""img/bouba_7_L_white.png""]","m",0,"round"
"4","bouba-kiki","sound/keekee.wav","m","[""img/bouba_3_L_white.png""]","[""img/kiki_3_L_white.png""]","m",1,"spiky"
"5","bouba-kiki","sound/baba_rep.wav","z","[""img/kiki_3_L_white.png""]","[""img/bouba_3_L_white.png""]","m",0,"round"
"6","bouba-kiki","sound/keekee.wav","m","[""img/kiki_3_S_white.png""]","[""img/bouba_3_S_white.png""]","z",0,"spiky"
"7","bouba-kiki","sound/baba_rep.wav","m","[""img/bouba_3_L_white.png""]","[""img/kiki_3_L_white.png""]","z",0,"round"
"8","bouba-kiki","sound/keekee.wav","z","[""img/bouba_3_S_white.png""]","[""img/kiki_3_S_white.png""]","m",0,"spiky"
