"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"5_R.png","1_R.png","m"
"2",2,"4.png","2.png","m"
"3",3,"1_R.png","1_R.png","m"
"4",4,"7.png","1.png","m"
"5",5,"7_R.png","1_R.png","z"
"6",6,"2.png","2.png","z"
"7",7,"8.png","2.png","m"
"8",8,"8_R.png","2_R.png","m"
"9",9,"1.png","1.png","z"
"10",10,"10_R.png","4_R.png","m"
"11",11,"11.png","3.png","m"
"12",12,"6.png","2.png","m"
"13",13,"12.png","4.png","z"
"14",14,"6_R.png","2_R.png","z"
"15",15,"5.png","1.png","m"
"16",16,"12_R.png","4_R.png","m"
"17",17,"2_R.png","2_R.png","z"
"18",18,"9.png","3.png","m"
"19",19,"3_R.png","1_R.png","m"
"20",20,"10.png","4.png","m"
"21",21,"9_R.png","3_R.png","z"
"22",22,"4_R.png","2_R.png","z"
"23",23,"11_R.png","3_R.png","z"
"24",24,"3.png","1.png","z"
