"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"3.png","1.png","m"
"2",2,"9.png","3.png","m"
"3",3,"8_R.png","2_R.png","z"
"4",4,"10.png","4.png","z"
"5",5,"11.png","3.png","z"
"6",6,"12.png","4.png","m"
"7",7,"6.png","2.png","m"
"8",8,"4.png","2.png","m"
"9",9,"10_R.png","4_R.png","m"
"10",10,"1_R.png","1_R.png","m"
"11",11,"2.png","2.png","m"
"12",12,"2_R.png","2_R.png","m"
"13",13,"5.png","1.png","z"
"14",14,"5_R.png","1_R.png","m"
"15",15,"3_R.png","1_R.png","z"
"16",16,"12_R.png","4_R.png","m"
"17",17,"7_R.png","1_R.png","z"
"18",18,"1.png","1.png","z"
"19",19,"11_R.png","3_R.png","z"
"20",20,"4_R.png","2_R.png","z"
"21",21,"9_R.png","3_R.png","z"
"22",22,"8.png","2.png","m"
"23",23,"7.png","1.png","m"
"24",24,"6_R.png","2_R.png","m"
