"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"6.png","2.png","z"
"2",2,"8_R.png","2_R.png","z"
"3",3,"4.png","2.png","z"
"4",4,"11_R.png","3_R.png","z"
"5",5,"12.png","4.png","z"
"6",6,"4_R.png","2_R.png","m"
"7",7,"10.png","4.png","m"
"8",8,"12_R.png","4_R.png","m"
"9",9,"1.png","1.png","m"
"10",10,"10_R.png","4_R.png","z"
"11",11,"5_R.png","1_R.png","m"
"12",12,"5.png","1.png","m"
"13",13,"1_R.png","1_R.png","m"
"14",14,"2_R.png","2_R.png","m"
"15",15,"7_R.png","1_R.png","m"
"16",16,"9.png","3.png","m"
"17",17,"9_R.png","3_R.png","z"
"18",18,"8.png","2.png","z"
"19",19,"7.png","1.png","z"
"20",20,"11.png","3.png","m"
"21",21,"2.png","2.png","m"
"22",22,"6_R.png","2_R.png","m"
"23",23,"3_R.png","1_R.png","z"
"24",24,"3.png","1.png","z"
