"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"7_R.png","1_R.png","z"
"2",2,"10_R.png","4_R.png","m"
"3",3,"3_R.png","1_R.png","m"
"4",4,"5_R.png","1_R.png","z"
"5",5,"11.png","3.png","m"
"6",6,"5.png","1.png","m"
"7",7,"3.png","1.png","z"
"8",8,"2_R.png","2_R.png","z"
"9",9,"9.png","3.png","z"
"10",10,"8.png","2.png","z"
"11",11,"4.png","2.png","z"
"12",12,"9_R.png","3_R.png","m"
"13",13,"11_R.png","3_R.png","z"
"14",14,"6_R.png","2_R.png","z"
"15",15,"2.png","2.png","m"
"16",16,"8_R.png","2_R.png","m"
"17",17,"6.png","2.png","m"
"18",18,"12_R.png","4_R.png","m"
"19",19,"10.png","4.png","m"
"20",20,"1.png","1.png","m"
"21",21,"12.png","4.png","z"
"22",22,"4_R.png","2_R.png","m"
"23",23,"1_R.png","1_R.png","z"
"24",24,"7.png","1.png","z"
