"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"10.png","4.png","z"
"2",2,"5_R.png","1_R.png","z"
"3",3,"11.png","3.png","m"
"4",4,"10_R.png","4_R.png","z"
"5",5,"5.png","1.png","m"
"6",6,"6_R.png","2_R.png","z"
"7",7,"6.png","2.png","m"
"8",8,"12.png","4.png","z"
"9",9,"11_R.png","3_R.png","z"
"10",10,"1.png","1.png","m"
"11",11,"8_R.png","2_R.png","m"
"12",12,"2.png","2.png","m"
"13",13,"9.png","3.png","z"
"14",14,"1_R.png","1_R.png","z"
"15",15,"2_R.png","2_R.png","z"
"16",16,"8.png","2.png","z"
"17",17,"4.png","2.png","z"
"18",18,"12_R.png","4_R.png","m"
"19",19,"7_R.png","1_R.png","m"
"20",20,"3_R.png","1_R.png","m"
"21",21,"7.png","1.png","z"
"22",22,"3.png","1.png","z"
"23",23,"4_R.png","2_R.png","m"
"24",24,"9_R.png","3_R.png","m"
