"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"11_R.png","3_R.png","m"
"2",2,"12_R.png","4_R.png","z"
"3",3,"4.png","2.png","z"
"4",4,"6_R.png","2_R.png","z"
"5",5,"7.png","1.png","z"
"6",6,"3.png","1.png","z"
"7",7,"8.png","2.png","z"
"8",8,"4_R.png","2_R.png","m"
"9",9,"1.png","1.png","z"
"10",10,"5.png","1.png","m"
"11",11,"12.png","4.png","z"
"12",12,"8_R.png","2_R.png","m"
"13",13,"1_R.png","1_R.png","m"
"14",14,"10_R.png","4_R.png","m"
"15",15,"5_R.png","1_R.png","m"
"16",16,"10.png","4.png","z"
"17",17,"3_R.png","1_R.png","m"
"18",18,"9_R.png","3_R.png","z"
"19",19,"2.png","2.png","z"
"20",20,"11.png","3.png","z"
"21",21,"6.png","2.png","z"
"22",22,"7_R.png","1_R.png","z"
"23",23,"2_R.png","2_R.png","m"
"24",24,"9.png","3.png","m"
