"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"3_R.png","1_R.png","z"
"2",2,"12_R.png","4_R.png","z"
"3",3,"6_R.png","2_R.png","m"
"4",4,"4_R.png","2_R.png","z"
"5",5,"1_R.png","1_R.png","m"
"6",6,"2_R.png","2_R.png","m"
"7",7,"7.png","1.png","m"
"8",8,"10.png","4.png","z"
"9",9,"3.png","1.png","m"
"10",10,"9.png","3.png","m"
"11",11,"5.png","1.png","z"
"12",12,"11_R.png","3_R.png","m"
"13",13,"1.png","1.png","z"
"14",14,"11.png","3.png","z"
"15",15,"5_R.png","1_R.png","m"
"16",16,"8.png","2.png","m"
"17",17,"8_R.png","2_R.png","z"
"18",18,"7_R.png","1_R.png","z"
"19",19,"9_R.png","3_R.png","z"
"20",20,"10_R.png","4_R.png","m"
"21",21,"2.png","2.png","z"
"22",22,"4.png","2.png","m"
"23",23,"12.png","4.png","m"
"24",24,"6.png","2.png","z"
