"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"5_R.png","1_R.png","m"
"2",2,"2_R.png","2_R.png","m"
"3",3,"5.png","1.png","z"
"4",4,"7_R.png","1_R.png","m"
"5",5,"10_R.png","4_R.png","z"
"6",6,"11_R.png","3_R.png","z"
"7",7,"12_R.png","4_R.png","m"
"8",8,"3_R.png","1_R.png","m"
"9",9,"12.png","4.png","z"
"10",10,"4_R.png","2_R.png","m"
"11",11,"8_R.png","2_R.png","m"
"12",12,"8.png","2.png","z"
"13",13,"6.png","2.png","m"
"14",14,"9_R.png","3_R.png","m"
"15",15,"2.png","2.png","m"
"16",16,"11.png","3.png","m"
"17",17,"3.png","1.png","z"
"18",18,"4.png","2.png","z"
"19",19,"9.png","3.png","z"
"20",20,"10.png","4.png","m"
"21",21,"1_R.png","1_R.png","z"
"22",22,"1.png","1.png","m"
"23",23,"6_R.png","2_R.png","z"
"24",24,"7.png","1.png","z"
