"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"5_R.png","1_R.png","z"
"2",2,"1_R.png","1_R.png","m"
"3",3,"6_R.png","2_R.png","m"
"4",4,"10_R.png","4_R.png","m"
"5",5,"5.png","1.png","m"
"6",6,"12.png","4.png","z"
"7",7,"7.png","1.png","z"
"8",8,"3_R.png","1_R.png","m"
"9",9,"11_R.png","3_R.png","z"
"10",10,"2_R.png","2_R.png","z"
"11",11,"10.png","4.png","m"
"12",12,"1.png","1.png","m"
"13",13,"12_R.png","4_R.png","m"
"14",14,"9_R.png","3_R.png","m"
"15",15,"4.png","2.png","z"
"16",16,"2.png","2.png","m"
"17",17,"9.png","3.png","z"
"18",18,"8_R.png","2_R.png","m"
"19",19,"11.png","3.png","m"
"20",20,"6.png","2.png","m"
"21",21,"4_R.png","2_R.png","m"
"22",22,"8.png","2.png","z"
"23",23,"7_R.png","1_R.png","m"
"24",24,"3.png","1.png","z"
