"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"11.png","3.png","z"
"2",2,"7_R.png","1_R.png","m"
"3",3,"10.png","4.png","z"
"4",4,"8.png","2.png","z"
"5",5,"6_R.png","2_R.png","z"
"6",6,"5.png","1.png","z"
"7",7,"11_R.png","3_R.png","m"
"8",8,"9_R.png","3_R.png","z"
"9",9,"3.png","1.png","m"
"10",10,"1.png","1.png","z"
"11",11,"3_R.png","1_R.png","z"
"12",12,"8_R.png","2_R.png","z"
"13",13,"6.png","2.png","z"
"14",14,"9.png","3.png","m"
"15",15,"4.png","2.png","m"
"16",16,"10_R.png","4_R.png","z"
"17",17,"7.png","1.png","m"
"18",18,"2_R.png","2_R.png","z"
"19",19,"2.png","2.png","m"
"20",20,"4_R.png","2_R.png","z"
"21",21,"12.png","4.png","z"
"22",22,"5_R.png","1_R.png","z"
"23",23,"12_R.png","4_R.png","m"
"24",24,"1_R.png","1_R.png","z"
