"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"1.png","1.png","z"
"2",2,"10_R.png","4_R.png","m"
"3",3,"3_R.png","1_R.png","z"
"4",4,"8_R.png","2_R.png","z"
"5",5,"2.png","2.png","z"
"6",6,"1_R.png","1_R.png","m"
"7",7,"3.png","1.png","m"
"8",8,"7_R.png","1_R.png","z"
"9",9,"2_R.png","2_R.png","m"
"10",10,"10.png","4.png","z"
"11",11,"12.png","4.png","m"
"12",12,"12_R.png","4_R.png","z"
"13",13,"6.png","2.png","z"
"14",14,"7.png","1.png","m"
"15",15,"11_R.png","3_R.png","m"
"16",16,"6_R.png","2_R.png","m"
"17",17,"9_R.png","3_R.png","m"
"18",18,"4.png","2.png","m"
"19",19,"4_R.png","2_R.png","z"
"20",20,"11.png","3.png","z"
"21",21,"5.png","1.png","z"
"22",22,"8.png","2.png","m"
"23",23,"9.png","3.png","m"
"24",24,"5_R.png","1_R.png","m"
