"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"12.png","4.png","z"
"2",2,"10.png","4.png","m"
"3",3,"1_R.png","1_R.png","z"
"4",4,"12_R.png","4_R.png","m"
"5",5,"10_R.png","4_R.png","z"
"6",6,"6.png","2.png","m"
"7",7,"4.png","2.png","z"
"8",8,"1_R_confound.png","3_R.png","m"
"9",9,"7_R.png","1_R.png","z"
"10",10,"5_R.png","1_R.png","m"
"11",11,"3_confound.png","3.png","m"
"12",12,"2.png","2.png","m"
"13",13,"4_confound.png","4.png","z"
"14",14,"3_R_confound.png","3_R.png","z"
"15",15,"2_R_confound.png","4_R.png","z"
"16",16,"5.png","1.png","m"
"17",17,"9.png","3.png","z"
"18",18,"2_confound.png","4.png","m"
"19",19,"3_R.png","1_R.png","m"
"20",20,"3.png","1.png","z"
"21",21,"8.png","2.png","z"
"22",22,"8_R.png","2_R.png","m"
"23",23,"11_R.png","3_R.png","z"
"24",24,"1_confound.png","3.png","m"
"25",25,"6_R.png","2_R.png","z"
"26",26,"1.png","1.png","m"
"27",27,"4_R.png","2_R.png","m"
"28",28,"7.png","1.png","z"
"29",29,"11.png","3.png","z"
"30",30,"9_R.png","3_R.png","m"
"31",31,"4_R_confound.png","4_R.png","m"
"32",32,"2_R.png","2_R.png","z"
