"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"4.png","2.png","m"
"2",2,"11.png","3.png","z"
"3",3,"8_R.png","2_R.png","z"
"4",4,"2.png","2.png","z"
"5",5,"12.png","4.png","m"
"6",6,"6.png","2.png","z"
"7",7,"7_R.png","1_R.png","z"
"8",8,"1.png","1.png","z"
"9",9,"1_R.png","1_R.png","m"
"10",10,"7.png","1.png","z"
"11",11,"2_R.png","2_R.png","m"
"12",12,"10_R.png","4_R.png","m"
"13",13,"8.png","2.png","m"
"14",14,"4_R.png","2_R.png","z"
"15",15,"3.png","1.png","m"
"16",16,"10.png","4.png","z"
"17",17,"12_R.png","4_R.png","z"
"18",18,"9.png","3.png","m"
"19",19,"9_R.png","3_R.png","z"
"20",20,"11_R.png","3_R.png","m"
"21",21,"5_R.png","1_R.png","m"
"22",22,"3_R.png","1_R.png","z"
"23",23,"6_R.png","2_R.png","m"
"24",24,"5.png","1.png","z"
