"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"9_R.png","3_R.png","z"
"2",2,"8_R.png","2_R.png","z"
"3",3,"5.png","1.png","m"
"4",4,"1_R.png","1_R.png","m"
"5",5,"2_R.png","2_R.png","m"
"6",6,"6.png","2.png","z"
"7",7,"3_R.png","1_R.png","z"
"8",8,"4_R.png","2_R.png","z"
"9",9,"2.png","2.png","z"
"10",10,"12_R.png","4_R.png","m"
"11",11,"6_R.png","2_R.png","m"
"12",12,"7_R.png","1_R.png","m"
"13",13,"8.png","2.png","z"
"14",14,"11.png","3.png","m"
"15",15,"1.png","1.png","m"
"16",16,"11_R.png","3_R.png","z"
"17",17,"10.png","4.png","m"
"18",18,"9.png","3.png","z"
"19",19,"4.png","2.png","z"
"20",20,"5_R.png","1_R.png","z"
"21",21,"12.png","4.png","z"
"22",22,"7.png","1.png","z"
"23",23,"3.png","1.png","z"
"24",24,"10_R.png","4_R.png","z"
