"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"12.png","4.png","null"
"2",2,"12_R.png","4_R.png","m"
"3",3,"4_R.png","2_R.png","m"
"4",4,"9_R.png","3_R.png","z"
"5",5,"7.png","1.png","z"
"6",6,"9.png","3.png","m"
"7",7,"1.png","1.png","z"
"8",8,"2.png","2.png","z"
"9",9,"7_R.png","1_R.png","z"
"10",10,"1_R.png","1_R.png","m"
"11",11,"8_R.png","2_R.png","m"
"12",12,"5_R.png","1_R.png","z"
"13",13,"11_R.png","3_R.png","m"
"14",14,"4.png","2.png","m"
"15",15,"6.png","2.png","z"
"16",16,"8.png","2.png","z"
"17",17,"11.png","3.png","m"
"18",18,"5.png","1.png","z"
"19",19,"10.png","4.png","m"
"20",20,"10_R.png","4_R.png","z"
"21",21,"3.png","1.png","m"
"22",22,"6_R.png","2_R.png","m"
"23",23,"3_R.png","1_R.png","z"
"24",24,"2_R.png","2_R.png","m"
