"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"5_R.png","1_R.png","m"
"2",2,"2.png","2.png","z"
"3",3,"4_R.png","2_R.png","z"
"4",4,"8.png","2.png","m"
"5",5,"12_R.png","4_R.png","z"
"6",6,"10_R.png","4_R.png","m"
"7",7,"6.png","2.png","z"
"8",8,"11_R.png","3_R.png","m"
"9",9,"7.png","1.png","m"
"10",10,"8_R.png","2_R.png","z"
"11",11,"9_R.png","3_R.png","z"
"12",12,"11.png","3.png","z"
"13",13,"1_R.png","1_R.png","m"
"14",14,"3_R.png","1_R.png","z"
"15",15,"1.png","1.png","z"
"16",16,"4.png","2.png","m"
"17",17,"5.png","1.png","z"
"18",18,"6_R.png","2_R.png","m"
"19",19,"3.png","1.png","m"
"20",20,"9.png","3.png","m"
"21",21,"7_R.png","1_R.png","z"
"22",22,"10.png","4.png","z"
"23",23,"12.png","4.png","m"
"24",24,"2_R.png","2_R.png","m"
