"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"4_R.png","2_R.png","z"
"2",2,"1.png","1.png","z"
"3",3,"7_R.png","1_R.png","m"
"4",4,"5.png","1.png","m"
"5",5,"12_R.png","4_R.png","m"
"6",6,"11_R.png","3_R.png","z"
"7",7,"12.png","4.png","m"
"8",8,"6.png","2.png","z"
"9",9,"6_R.png","2_R.png","m"
"10",10,"9.png","3.png","m"
"11",11,"3_R.png","1_R.png","z"
"12",12,"11.png","3.png","z"
"13",13,"3.png","1.png","m"
"14",14,"8_R.png","2_R.png","z"
"15",15,"2_R.png","2_R.png","m"
"16",16,"9_R.png","3_R.png","z"
"17",17,"4.png","2.png","m"
"18",18,"10_R.png","4_R.png","m"
"19",19,"1_R.png","1_R.png","m"
"20",20,"7.png","1.png","m"
"21",21,"5_R.png","1_R.png","m"
"22",22,"8.png","2.png","m"
"23",23,"2.png","2.png","z"
"24",24,"10.png","4.png","z"
