"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"12.png","4.png","m"
"2",2,"2_R.png","2_R.png","m"
"3",3,"4_R.png","2_R.png","z"
"4",4,"1_R.png","1_R.png","z"
"5",5,"7.png","1.png","m"
"6",6,"7_R.png","1_R.png","z"
"7",7,"5_R.png","1_R.png","m"
"8",8,"8_R.png","2_R.png","z"
"9",9,"9.png","3.png","m"
"10",10,"5.png","1.png","z"
"11",11,"4.png","2.png","m"
"12",12,"9_R.png","3_R.png","z"
"13",13,"3.png","1.png","m"
"14",14,"12_R.png","4_R.png","z"
"15",15,"10_R.png","4_R.png","m"
"16",16,"1.png","1.png","m"
"17",17,"11.png","3.png","z"
"18",18,"8.png","2.png","m"
"19",19,"10.png","4.png","z"
"20",20,"11_R.png","3_R.png","m"
"21",21,"2.png","2.png","z"
"22",22,"3_R.png","1_R.png","m"
"23",23,"6.png","2.png","z"
"24",24,"6_R.png","2_R.png","m"
