"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"6.png","2.png","z"
"2",2,"7_R.png","1_R.png","z"
"3",3,"2_R.png","2_R.png","z"
"4",4,"1.png","1.png","m"
"5",5,"12.png","4.png","z"
"6",6,"3.png","1.png","z"
"7",7,"1_R.png","1_R.png","z"
"8",8,"9_R.png","3_R.png","m"
"9",9,"2.png","2.png","z"
"10",10,"5_R.png","1_R.png","z"
"11",11,"12_R.png","4_R.png","m"
"12",12,"8_R.png","2_R.png","m"
"13",13,"7.png","1.png","z"
"14",14,"10.png","4.png","m"
"15",15,"10_R.png","4_R.png","m"
"16",16,"8.png","2.png","z"
"17",17,"4.png","2.png","z"
"18",18,"6_R.png","2_R.png","z"
"19",19,"11_R.png","3_R.png","z"
"20",20,"5.png","1.png","m"
"21",21,"4_R.png","2_R.png","m"
"22",22,"11.png","3.png","m"
"23",23,"3_R.png","1_R.png","m"
"24",24,"9.png","3.png","z"
