"","X","trial_num","image_ID_targets","image_ID_pairs","response_pairs","ID","target_global","target_local","target_number","target_spacing","target_confound","pair_left_global","pair_left_local","pair_left_number","pair_right_global","pair_right_local","pair_right_number","Age","Range","choice","choice_number"
"694",8,8,"1.png","1.png","z","blg037","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"7","6 to 8","local",0
"695",9,9,"10.png","4.png","z","blg037","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"7","6 to 8","local",0
"696",10,10,"6.png","2.png","m","blg037","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"7","6 to 8","global",1
"697",11,11,"2_R.png","2_R.png","z","blg037","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"7","6 to 8","global",1
"698",12,12,"7_R.png","1_R.png","m","blg037","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"7","6 to 8","global",1
"699",13,13,"5.png","1.png","z","blg037","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"7","6 to 8","local",0
"700",14,14,"9.png","3.png","z","blg037","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"7","6 to 8","global",1
"701",15,15,"11_R.png","3_R.png","m","blg037","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"7","6 to 8","local",0
"702",16,16,"5_R.png","1_R.png","z","blg037","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"7","6 to 8","global",1
"703",17,17,"7.png","1.png","z","blg037","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"7","6 to 8","global",1
"704",18,18,"8.png","2.png","m","blg037","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"7","6 to 8","local",0
"705",19,19,"4_R.png","2_R.png","z","blg037","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"7","6 to 8","local",0
"706",20,20,"6_R.png","2_R.png","m","blg037","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"7","6 to 8","local",0
"707",21,21,"2.png","2.png","z","blg037","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"7","6 to 8","local",0
"708",22,22,"3.png","1.png","m","blg037","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"7","6 to 8","local",0
"709",23,23,"12.png","4.png","m","blg037","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"7","6 to 8","local",0
"710",24,24,"3_R.png","1_R.png","z","blg037","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"7","6 to 8","local",0
"711",1,1,"11_R.png","3_R.png","m","blg038","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"9","9 to 11","local",0
"712",2,2,"9.png","3.png","z","blg038","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"9","9 to 11","global",1
"713",3,3,"8_R.png","2_R.png","z","blg038","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"9","9 to 11","local",0
"714",4,4,"12.png","4.png","z","blg038","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"9","9 to 11","global",1
"715",5,5,"5.png","1.png","z","blg038","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"9","9 to 11","local",0
"716",6,6,"4.png","2.png","z","blg038","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"9","9 to 11","global",1
"717",7,7,"12_R.png","4_R.png","m","blg038","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"9","9 to 11","global",1
"718",8,8,"5_R.png","1_R.png","m","blg038","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"9","9 to 11","local",0
"719",9,9,"1_R.png","1_R.png","z","blg038","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"9","9 to 11","global",1
"720",10,10,"7_R.png","1_R.png","m","blg038","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"9","9 to 11","global",1
"721",11,11,"7.png","1.png","z","blg038","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"9","9 to 11","global",1
"722",12,12,"3_R.png","1_R.png","z","blg038","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"9","9 to 11","local",0
"723",13,13,"4_R.png","2_R.png","m","blg038","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"9","9 to 11","global",1
"724",14,14,"10_R.png","4_R.png","z","blg038","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"9","9 to 11","global",1
"725",15,15,"2.png","2.png","m","blg038","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"9","9 to 11","global",1
"726",16,16,"6.png","2.png","z","blg038","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"9","9 to 11","local",0
"727",17,17,"11.png","3.png","z","blg038","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"9","9 to 11","local",0
"728",18,18,"10.png","4.png","m","blg038","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"9","9 to 11","global",1
"729",19,19,"6_R.png","2_R.png","z","blg038","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"9","9 to 11","global",1
"730",20,20,"3.png","1.png","z","blg038","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"9","9 to 11","global",1
"731",21,21,"8.png","2.png","m","blg038","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"9","9 to 11","local",0
"732",22,22,"1.png","1.png","m","blg038","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"9","9 to 11","global",1
"733",23,23,"9_R.png","3_R.png","m","blg038","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"9","9 to 11","global",1
"734",24,24,"2_R.png","2_R.png","z","blg038","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"9","9 to 11","global",1
"735",1,1,"11.png","3.png","z","blg039","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"6","6 to 8","local",0
"736",2,2,"7_R.png","1_R.png","m","blg039","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"6","6 to 8","global",1
"737",3,3,"10.png","4.png","z","blg039","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"6","6 to 8","local",0
"738",4,4,"8.png","2.png","z","blg039","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"6","6 to 8","global",1
"739",5,5,"6_R.png","2_R.png","z","blg039","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"6","6 to 8","global",1
"740",6,6,"5.png","1.png","z","blg039","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"6","6 to 8","local",0
"741",7,7,"11_R.png","3_R.png","m","blg039","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"6","6 to 8","local",0
"742",8,8,"9_R.png","3_R.png","z","blg039","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"6","6 to 8","local",0
"743",9,9,"3.png","1.png","m","blg039","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"6","6 to 8","local",0
"744",10,10,"1.png","1.png","z","blg039","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"6","6 to 8","local",0
"745",11,11,"3_R.png","1_R.png","z","blg039","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"6","6 to 8","local",0
"746",12,12,"8_R.png","2_R.png","z","blg039","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"6","6 to 8","local",0
"747",13,13,"6.png","2.png","z","blg039","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"6","6 to 8","local",0
"748",14,14,"9.png","3.png","m","blg039","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"6","6 to 8","local",0
"749",15,15,"4.png","2.png","m","blg039","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"6","6 to 8","local",0
"750",16,16,"10_R.png","4_R.png","z","blg039","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"6","6 to 8","global",1
"751",17,17,"7.png","1.png","m","blg039","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"6","6 to 8","local",0
"752",18,18,"2_R.png","2_R.png","z","blg039","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"6","6 to 8","global",1
"753",19,19,"2.png","2.png","m","blg039","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"6","6 to 8","global",1
"754",20,20,"4_R.png","2_R.png","z","blg039","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"6","6 to 8","local",0
"755",21,21,"12.png","4.png","z","blg039","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"6","6 to 8","global",1
"756",22,22,"5_R.png","1_R.png","z","blg039","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"6","6 to 8","global",1
"757",23,23,"12_R.png","4_R.png","m","blg039","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"6","6 to 8","global",1
"758",24,24,"1_R.png","1_R.png","z","blg039","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"6","6 to 8","global",1
"759",1,1,"9_R.png","3_R.png","z","blg042","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"5","5","local",0
"760",2,2,"1_R.png","1_R.png","m","blg042","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"5","5","local",0
"761",3,3,"4_R.png","2_R.png","z","blg042","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"5","5","local",0
"762",4,4,"3.png","1.png","m","blg042","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"5","5","local",0
"763",5,5,"9.png","3.png","z","blg042","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"5","5","global",1
"764",6,6,"11.png","3.png","m","blg042","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"5","5","global",1
"765",7,7,"7.png","1.png","z","blg042","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"5","5","global",1
"766",8,8,"10_R.png","4_R.png","z","blg042","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"5","5","global",1
"767",9,9,"8_R.png","2_R.png","m","blg042","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"5","5","global",1
"768",10,10,"2_R.png","2_R.png","z","blg042","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"5","5","global",1
"769",11,11,"10.png","4.png","m","blg042","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"5","5","global",1
"770",12,12,"1.png","1.png","z","blg042","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"5","5","local",0
"771",13,13,"7_R.png","1_R.png","m","blg042","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"5","5","global",1
"772",14,14,"2.png","2.png","m","blg042","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"5","5","global",1
"773",15,15,"6.png","2.png","z","blg042","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"5","5","local",0
"774",16,16,"6_R.png","2_R.png","z","blg042","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"5","5","global",1
"775",17,17,"5.png","1.png","m","blg042","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"5","5","global",1
"776",18,18,"8.png","2.png","z","blg042","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"5","5","global",1
"777",19,19,"12.png","4.png","z","blg042","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"5","5","global",1
"778",20,20,"5_R.png","1_R.png","z","blg042","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"5","5","global",1
"779",21,21,"4.png","2.png","z","blg042","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"5","5","global",1
"780",22,22,"11_R.png","3_R.png","z","blg042","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"5","5","global",1
"781",23,23,"12_R.png","4_R.png","m","blg042","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"5","5","global",1
"782",24,24,"3_R.png","1_R.png","m","blg042","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"5","5","global",1
"783",1,1,"12.png","4.png","m","blg043","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"7","6 to 8","local",0
"784",2,2,"2_R.png","2_R.png","m","blg043","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"7","6 to 8","local",0
"785",3,3,"4_R.png","2_R.png","z","blg043","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"7","6 to 8","local",0
"786",4,4,"1_R.png","1_R.png","z","blg043","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"7","6 to 8","global",1
"787",5,5,"7.png","1.png","m","blg043","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"7","6 to 8","local",0
"788",6,6,"7_R.png","1_R.png","z","blg043","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"7","6 to 8","local",0
"789",7,7,"5_R.png","1_R.png","m","blg043","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"7","6 to 8","local",0
"790",8,8,"8_R.png","2_R.png","z","blg043","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"7","6 to 8","local",0
"791",9,9,"9.png","3.png","m","blg043","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"7","6 to 8","local",0
"792",10,10,"5.png","1.png","z","blg043","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"7","6 to 8","local",0
"793",11,11,"4.png","2.png","m","blg043","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"7","6 to 8","local",0
"794",12,12,"9_R.png","3_R.png","z","blg043","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"7","6 to 8","local",0
"795",13,13,"3.png","1.png","m","blg043","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"7","6 to 8","local",0
"796",14,14,"12_R.png","4_R.png","z","blg043","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"7","6 to 8","local",0
"797",15,15,"10_R.png","4_R.png","m","blg043","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"7","6 to 8","local",0
"798",16,16,"1.png","1.png","m","blg043","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"7","6 to 8","global",1
"799",17,17,"11.png","3.png","z","blg043","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"7","6 to 8","local",0
"800",18,18,"8.png","2.png","m","blg043","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"7","6 to 8","local",0
"801",19,19,"10.png","4.png","z","blg043","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"7","6 to 8","local",0
"802",20,20,"11_R.png","3_R.png","m","blg043","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"7","6 to 8","local",0
"803",21,21,"2.png","2.png","z","blg043","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"7","6 to 8","local",0
"804",22,22,"3_R.png","1_R.png","m","blg043","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"7","6 to 8","global",1
"805",23,23,"6.png","2.png","z","blg043","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"7","6 to 8","local",0
"806",24,24,"6_R.png","2_R.png","m","blg043","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"7","6 to 8","local",0
"807",1,1,"5_R.png","1_R.png","z","blg044","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"8","6 to 8","global",1
"808",2,2,"12.png","4.png","m","blg044","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"8","6 to 8","local",0
