"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"3_confound.png","3.png","z"
"2",2,"9.png","3.png","m"
"3",3,"6_R.png","2_R.png","m"
"4",4,"1.png","1.png","z"
"5",5,"4.png","2.png","m"
"6",6,"4_confound.png","4.png","m"
"7",7,"1_R_confound.png","3_R.png","z"
"8",8,"2.png","2.png","z"
"9",9,"4_R_confound.png","4_R.png","z"
"10",10,"9_R.png","3_R.png","z"
"11",11,"1_confound.png","3.png","m"
"12",12,"6.png","2.png","m"
"13",13,"3_R_confound.png","3_R.png","m"
"14",14,"2_R.png","2_R.png","m"
"15",15,"8.png","2.png","m"
"16",16,"7.png","1.png","m"
"17",17,"10.png","4.png","z"
"18",18,"2_R_confound.png","4_R.png","m"
"19",19,"2_confound.png","4.png","z"
"20",20,"8_R.png","2_R.png","m"
"21",21,"3.png","1.png","m"
"22",22,"1_R.png","1_R.png","m"
"23",23,"11.png","3.png","z"
"24",24,"11_R.png","3_R.png","m"
"25",25,"5_R.png","1_R.png","m"
"26",26,"4_R.png","2_R.png","z"
"27",27,"7_R.png","1_R.png","z"
"28",28,"5.png","1.png","z"
"29",29,"12_R.png","4_R.png","z"
"30",30,"10_R.png","4_R.png","m"
"31",31,"12.png","4.png","m"
"32",32,"3_R.png","1_R.png","z"
