"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"10_R.png","4_R.png","z"
"2",2,"11.png","3.png","z"
"3",3,"7_R.png","1_R.png","m"
"4",4,"8.png","2.png","m"
"5",5,"1_R_confound.png","3_R.png","m"
"6",6,"9.png","3.png","z"
"7",7,"6.png","2.png","m"
"8",8,"3_confound.png","3.png","m"
"9",9,"8_R.png","2_R.png","m"
"10",10,"3_R_confound.png","3_R.png","z"
"11",11,"5.png","1.png","m"
"12",12,"2_confound.png","4.png","m"
"13",13,"6_R.png","2_R.png","z"
"14",14,"10.png","4.png","m"
"15",15,"1_R.png","1_R.png","z"
"16",16,"12_R.png","4_R.png","m"
"17",17,"7.png","1.png","z"
"18",18,"4.png","2.png","z"
"19",19,"4_confound.png","4.png","m"
"20",20,"9_R.png","3_R.png","m"
"21",21,"4_R.png","2_R.png","m"
"22",22,"2_R_confound.png","4_R.png","z"
"23",23,"1.png","1.png","m"
"24",24,"3.png","1.png","z"
"25",25,"11_R.png","3_R.png","z"
"26",26,"2.png","2.png","m"
"27",27,"4_R_confound.png","4_R.png","m"
"28",28,"1_confound.png","3.png","z"
"29",29,"12.png","4.png","z"
"30",30,"3_R.png","1_R.png","m"
"31",31,"5_R.png","1_R.png","z"
"32",32,"2_R.png","2_R.png","z"
