"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"5_R.png","1_R.png","m"
"2",2,"6.png","2.png","z"
"3",3,"5.png","1.png","z"
"4",4,"7_R.png","1_R.png","z"
"5",5,"4_R_confound.png","4_R.png","z"
"6",6,"11_R.png","3_R.png","m"
"7",7,"8.png","2.png","m"
"8",8,"3_confound.png","3.png","z"
"9",9,"2_R_confound.png","4_R.png","m"
"10",10,"1_R_confound.png","3_R.png","z"
"11",11,"2.png","2.png","z"
"12",12,"4_confound.png","4.png","m"
"13",13,"10.png","4.png","z"
"14",14,"4.png","2.png","m"
"15",15,"1_confound.png","3.png","m"
"16",16,"1_R.png","1_R.png","m"
"17",17,"10_R.png","4_R.png","m"
"18",18,"3_R.png","1_R.png","z"
"19",19,"6_R.png","2_R.png","m"
"20",20,"12.png","4.png","m"
"21",21,"1.png","1.png","z"
"22",22,"11.png","3.png","z"
"23",23,"3_R_confound.png","3_R.png","m"
"24",24,"7.png","1.png","m"
"25",25,"4_R.png","2_R.png","z"
"26",26,"2_confound.png","4.png","z"
"27",27,"12_R.png","4_R.png","z"
"28",28,"9_R.png","3_R.png","z"
"29",29,"3.png","1.png","z"
"30",30,"9.png","3.png","m"
"31",31,"2_R.png","2_R.png","m"
"32",32,"8_R.png","2_R.png","z"
