"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"7.png","1.png","m"
"2",2,"1_R_confound.png","3_R.png","z"
"3",3,"1_R.png","1_R.png","m"
"4",4,"3_R.png","1_R.png","z"
"5",5,"8.png","2.png","m"
"6",6,"6_R.png","2_R.png","m"
"7",7,"10_R.png","4_R.png","m"
"8",8,"2.png","2.png","z"
"9",9,"2_confound.png","4.png","m"
"10",10,"9.png","3.png","m"
"11",11,"11_R.png","3_R.png","z"
"12",12,"12_R.png","4_R.png","z"
"13",13,"2_R.png","2_R.png","z"
"14",14,"4_R_confound.png","4_R.png","m"
"15",15,"2_R_confound.png","4_R.png","z"
"16",16,"12.png","4.png","z"
"17",17,"11.png","3.png","m"
"18",18,"10.png","4.png","z"
"19",19,"4.png","2.png","m"
"20",20,"5.png","1.png","z"
"21",21,"9_R.png","3_R.png","m"
"22",22,"3_confound.png","3.png","z"
"23",23,"1.png","1.png","m"
"24",24,"5_R.png","1_R.png","z"
"25",25,"6.png","2.png","m"
"26",26,"3.png","1.png","z"
"27",27,"4_confound.png","4.png","z"
"28",28,"7_R.png","1_R.png","m"
"29",29,"3_R_confound.png","3_R.png","z"
"30",30,"8_R.png","2_R.png","z"
"31",31,"4_R.png","2_R.png","z"
"32",32,"1_confound.png","3.png","m"
