"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"3.png","1.png","m"
"2",2,"8.png","2.png","m"
"3",3,"6.png","2.png","m"
"4",4,"12_R.png","4_R.png","z"
"5",5,"8_R.png","2_R.png","m"
"6",6,"5_R.png","1_R.png","z"
"7",7,"9_R.png","3_R.png","m"
"8",8,"12.png","4.png","z"
"9",9,"2_R.png","2_R.png","z"
"10",10,"3_R.png","1_R.png","m"
"11",11,"7_R.png","1_R.png","m"
"12",12,"2.png","2.png","m"
"13",13,"4.png","2.png","z"
"14",14,"4_R.png","2_R.png","m"
"15",15,"6_R.png","2_R.png","z"
"16",16,"1.png","1.png","m"
"17",17,"10.png","4.png","m"
"18",18,"7.png","1.png","z"
"19",19,"5.png","1.png","m"
"20",20,"11_R.png","3_R.png","z"
"21",21,"9.png","3.png","z"
"22",22,"1_R.png","1_R.png","z"
"23",23,"11.png","3.png","z"
"24",24,"10_R.png","4_R.png","z"
