"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"4.png","2.png","m"
"2",2,"1.png","1.png","z"
"3",3,"5_R.png","1_R.png","m"
"4",4,"11_R.png","3_R.png","z"
"5",5,"4_R.png","2_R.png","m"
"6",6,"11.png","3.png","m"
"7",7,"2.png","2.png","m"
"8",8,"12_R.png","4_R.png","m"
"9",9,"12.png","4.png","z"
"10",10,"2_R_confound.png","4_R.png","z"
"11",11,"3.png","1.png","z"
"12",12,"1_R_confound.png","3_R.png","m"
"13",13,"3_R_confound.png","3_R.png","z"
"14",14,"9_R.png","3_R.png","m"
"15",15,"4_confound.png","4.png","z"
"16",16,"9.png","3.png","z"
"17",17,"6.png","2.png","m"
"18",18,"4_R_confound.png","4_R.png","z"
"19",19,"2_R.png","2_R.png","m"
"20",20,"5.png","1.png","m"
"21",21,"10.png","4.png","m"
"22",22,"2_confound.png","4.png","m"
"23",23,"7.png","1.png","z"
"24",24,"6_R.png","2_R.png","z"
"25",25,"7_R.png","1_R.png","z"
"26",26,"1_R.png","1_R.png","z"
"27",27,"8_R.png","2_R.png","z"
"28",28,"8.png","2.png","z"
"29",29,"1_confound.png","3.png","m"
"30",30,"10_R.png","4_R.png","z"
"31",31,"3_confound.png","3.png","m"
"32",32,"3_R.png","1_R.png","m"
