"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"7_R.png","1_R.png","z"
"2",2,"7.png","1.png","z"
"3",3,"1_R.png","1_R.png","z"
"4",4,"10.png","4.png","m"
"5",5,"12.png","4.png","z"
"6",6,"6.png","2.png","z"
"7",7,"4_R.png","2_R.png","m"
"8",8,"11_R.png","3_R.png","z"
"9",9,"10_R.png","4_R.png","z"
"10",10,"2.png","2.png","m"
"11",11,"3.png","1.png","z"
"12",12,"9_R.png","3_R.png","m"
"13",13,"6_R.png","2_R.png","z"
"14",14,"3_R.png","1_R.png","m"
"15",15,"2_R.png","2_R.png","z"
"16",16,"8.png","2.png","z"
"17",17,"5.png","1.png","m"
"18",18,"12_R.png","4_R.png","z"
"19",19,"8_R.png","2_R.png","m"
"20",20,"4.png","2.png","z"
"21",21,"11.png","3.png","m"
"22",22,"1.png","1.png","m"
"23",23,"9.png","3.png","z"
"24",24,"5_R.png","1_R.png","z"
