"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"2_R.png","2_R.png","null"
"2",2,"12.png","4.png","null"
"3",3,"4.png","2.png","null"
"4",4,"3.png","1.png","null"
"5",5,"9.png","3.png","m"
"6",6,"2.png","2.png","z"
"7",7,"3_R.png","1_R.png","z"
"8",8,"1_R.png","1_R.png","m"
"9",9,"12_R.png","4_R.png","z"
"10",10,"8_R.png","2_R.png","z"
"11",11,"10.png","4.png","z"
"12",12,"1.png","1.png","m"
"13",13,"6_R.png","2_R.png","m"
"14",14,"5_R.png","1_R.png","z"
"15",15,"6.png","2.png","m"
"16",16,"8.png","2.png","z"
"17",17,"4_R.png","2_R.png","m"
"18",18,"11.png","3.png","z"
"19",19,"9_R.png","3_R.png","m"
"20",20,"7.png","1.png","z"
"21",21,"5.png","1.png","m"
"22",22,"10_R.png","4_R.png","m"
"23",23,"11_R.png","3_R.png","m"
"24",24,"7_R.png","1_R.png","m"
