"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"12.png","4.png","null"
"2",2,"7_R.png","1_R.png","z"
"3",3,"3_R.png","1_R.png","m"
"4",4,"3_confound.png","3.png","z"
"5",5,"4_confound.png","4.png","m"
"6",6,"10.png","4.png","z"
"7",7,"1_confound.png","3.png","m"
"8",8,"2_confound.png","4.png","z"
"9",9,"11_R.png","3_R.png","m"
"10",10,"9.png","3.png","m"
"11",11,"2_R.png","2_R.png","m"
"12",12,"4_R.png","2_R.png","z"
"13",13,"2.png","2.png","z"
"14",14,"5.png","1.png","z"
"15",15,"1.png","1.png","z"
"16",16,"12_R.png","4_R.png","m"
"17",17,"2_R_confound.png","4_R.png","m"
"18",18,"3.png","1.png","m"
"19",19,"8.png","2.png","m"
"20",20,"9_R.png","3_R.png","m"
"21",21,"10_R.png","4_R.png","z"
"22",22,"7.png","1.png","m"
"23",23,"1_R.png","1_R.png","z"
"24",24,"3_R_confound.png","3_R.png","m"
"25",25,"6.png","2.png","z"
"26",26,"4.png","2.png","m"
"27",27,"8_R.png","2_R.png","z"
"28",28,"4_R_confound.png","4_R.png","m"
"29",29,"1_R_confound.png","3_R.png","z"
"30",30,"5_R.png","1_R.png","m"
"31",31,"6_R.png","2_R.png","z"
"32",32,"11.png","3.png","m"
