"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"4.png","2.png","m"
"2",2,"7_R.png","1_R.png","z"
"3",3,"10.png","4.png","z"
"4",4,"12.png","4.png","m"
"5",5,"5.png","1.png","m"
"6",6,"10_R.png","4_R.png","z"
"7",7,"2.png","2.png","m"
"8",8,"12_R.png","4_R.png","m"
"9",9,"6_R.png","2_R.png","z"
"10",10,"5_R.png","1_R.png","z"
"11",11,"6.png","2.png","m"
"12",12,"3.png","1.png","z"
"13",13,"2_R.png","2_R.png","z"
"14",14,"9.png","3.png","z"
"15",15,"8_R.png","2_R.png","m"
"16",16,"11.png","3.png","m"
"17",17,"1.png","1.png","m"
"18",18,"4_R.png","2_R.png","m"
"19",19,"9_R.png","3_R.png","m"
"20",20,"1_R.png","1_R.png","z"
"21",21,"11_R.png","3_R.png","z"
"22",22,"7.png","1.png","z"
"23",23,"8.png","2.png","z"
"24",24,"3_R.png","1_R.png","m"
