"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"6_R.png","2_R.png","m"
"2",2,"1.png","1.png","z"
"3",3,"3_R_confound.png","3_R.png","z"
"4",4,"1_confound.png","3.png","z"
"5",5,"11.png","3.png","m"
"6",6,"12.png","4.png","z"
"7",7,"1_R_confound.png","3_R.png","m"
"8",8,"4_R.png","2_R.png","m"
"9",9,"3.png","1.png","z"
"10",10,"7_R.png","1_R.png","m"
"11",11,"8.png","2.png","z"
"12",12,"7.png","1.png","z"
"13",13,"2_confound.png","4.png","m"
"14",14,"10.png","4.png","m"
"15",15,"2.png","2.png","m"
"16",16,"4_confound.png","4.png","z"
"17",17,"6.png","2.png","m"
"18",18,"10_R.png","4_R.png","z"
"19",19,"5.png","1.png","m"
"20",20,"3_R.png","1_R.png","m"
"21",21,"11_R.png","3_R.png","z"
"22",22,"12_R.png","4_R.png","m"
"23",23,"3_confound.png","3.png","m"
"24",24,"5_R.png","1_R.png","z"
"25",25,"8_R.png","2_R.png","m"
"26",26,"4.png","2.png","z"
"27",27,"9.png","3.png","z"
"28",28,"4_R_confound.png","4_R.png","m"
"29",29,"2_R_confound.png","4_R.png","z"
"30",30,"1_R.png","1_R.png","z"
"31",31,"9_R.png","3_R.png","m"
"32",32,"2_R.png","2_R.png","z"
