"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"3_R_confound.png","3_R.png","null"
"2",2,"7_R.png","1_R.png","m"
"3",3,"5.png","1.png","z"
"4",4,"2_R.png","2_R.png","z"
"5",5,"12.png","4.png","m"
"6",6,"11_R.png","3_R.png","z"
"7",7,"8.png","2.png","m"
"8",8,"3_R.png","1_R.png","z"
"9",9,"1_confound.png","3.png","m"
"10",10,"2_confound.png","4.png","m"
"11",11,"4.png","2.png","m"
"12",12,"10.png","4.png","z"
"13",13,"1_R_confound.png","3_R.png","z"
"14",14,"7.png","1.png","m"
"15",15,"8_R.png","2_R.png","m"
"16",16,"11.png","3.png","z"
"17",17,"2.png","2.png","z"
"18",18,"9_R.png","3_R.png","z"
"19",19,"1_R.png","1_R.png","m"
"20",20,"5_R.png","1_R.png","m"
"21",21,"3.png","1.png","z"
"22",22,"2_R_confound.png","4_R.png","z"
"23",23,"3_confound.png","3.png","m"
"24",24,"1.png","1.png","z"
"25",25,"12_R.png","4_R.png","z"
"26",26,"4_R.png","2_R.png","m"
"27",27,"10_R.png","4_R.png","m"
"28",28,"4_R_confound.png","4_R.png","z"
"29",29,"6_R.png","2_R.png","m"
"30",30,"9.png","3.png","m"
"31",31,"6.png","2.png","z"
"32",32,"4_confound.png","4.png","m"
