"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"1_R_confound.png","3_R.png","z"
"2",2,"6.png","2.png","m"
"3",3,"3.png","1.png","z"
"4",4,"7_R.png","1_R.png","m"
"5",5,"4.png","2.png","z"
"6",6,"1_R.png","1_R.png","z"
"7",7,"6_R.png","2_R.png","z"
"8",8,"9_R.png","3_R.png","m"
"9",9,"8.png","2.png","z"
"10",10,"2.png","2.png","m"
"11",11,"2_R.png","2_R.png","z"
"12",12,"5_R.png","1_R.png","z"
"13",13,"10_R.png","4_R.png","z"
"14",14,"9.png","3.png","z"
"15",15,"7.png","1.png","z"
"16",16,"8_R.png","2_R.png","m"
"17",17,"12.png","4.png","z"
"18",18,"4_R_confound.png","4_R.png","m"
"19",19,"4_confound.png","4.png","z"
"20",20,"4_R.png","2_R.png","m"
"21",21,"12_R.png","4_R.png","m"
"22",22,"11.png","3.png","m"
"23",23,"10.png","4.png","m"
"24",24,"11_R.png","3_R.png","z"
"25",25,"3_R_confound.png","3_R.png","z"
"26",26,"5.png","1.png","m"
"27",27,"1.png","1.png","z"
"28",28,"3_confound.png","3.png","m"
"29",29,"3_R.png","1_R.png","m"
"30",30,"1_confound.png","3.png","z"
"31",31,"2_R_confound.png","4_R.png","z"
"32",32,"2_confound.png","4.png","m"
