"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"12.png","4.png","null"
"2",2,"2.png","2.png","z"
"3",3,"4.png","2.png","m"
"4",4,"2_confound.png","4.png","z"
"5",5,"1_R_confound.png","3_R.png","z"
"6",6,"9_R.png","3_R.png","z"
"7",7,"10.png","4.png","z"
"8",8,"2_R_confound.png","4_R.png","z"
"9",9,"11.png","3.png","z"
"10",10,"3_R_confound.png","3_R.png","z"
"11",11,"3.png","1.png","z"
"12",12,"6_R.png","2_R.png","null"
"13",13,"7_R.png","1_R.png","m"
"14",14,"8.png","2.png","z"
"15",15,"1.png","1.png","m"
"16",16,"11_R.png","3_R.png","z"
"17",17,"1_R.png","1_R.png","z"
"18",18,"5.png","1.png","m"
"19",19,"2_R.png","2_R.png","z"
"20",20,"4_confound.png","4.png","z"
"21",21,"7.png","1.png","z"
"22",22,"12_R.png","4_R.png","m"
"23",23,"3_R.png","1_R.png","m"
"24",24,"5_R.png","1_R.png","z"
"25",25,"4_R.png","2_R.png","m"
"26",26,"10_R.png","4_R.png","m"
"27",27,"6.png","2.png","z"
"28",28,"4_R_confound.png","4_R.png","m"
"29",29,"9.png","3.png","z"
"30",30,"1_confound.png","3.png","z"
"31",31,"3_confound.png","3.png","m"
"32",32,"8_R.png","2_R.png","m"
