"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"5.png","1.png","z"
"2",2,"3_R_confound.png","3_R.png","m"
"3",3,"8_R.png","2_R.png","m"
"4",4,"1_confound.png","3.png","m"
"5",5,"4_R.png","2_R.png","m"
"6",6,"4_R_confound.png","4_R.png","z"
"7",7,"2_R_confound.png","4_R.png","m"
"8",8,"12_R.png","4_R.png","z"
"9",9,"11.png","3.png","z"
"10",10,"4_confound.png","4.png","m"
"11",11,"4.png","2.png","z"
"12",12,"12.png","4.png","m"
"13",13,"8.png","2.png","z"
"14",14,"2.png","2.png","z"
"15",15,"7_R.png","1_R.png","z"
"16",16,"1_R.png","1_R.png","m"
"17",17,"3_R.png","1_R.png","z"
"18",18,"9_R.png","3_R.png","m"
"19",19,"10_R.png","4_R.png","z"
"20",20,"9.png","3.png","m"
"21",21,"3_confound.png","3.png","z"
"22",22,"5_R.png","1_R.png","z"
"23",23,"1_R_confound.png","3_R.png","z"
"24",24,"6_R.png","2_R.png","z"
"25",25,"3.png","1.png","m"
"26",26,"2_R.png","2_R.png","z"
"27",27,"1.png","1.png","z"
"28",28,"6.png","2.png","m"
"29",29,"11_R.png","3_R.png","z"
"30",30,"10.png","4.png","m"
"31",31,"7.png","1.png","m"
"32",32,"2_confound.png","4.png","z"
