"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"4_confound.png","4.png","z"
"2",2,"3.png","1.png","z"
"3",3,"4_R_confound.png","4_R.png","m"
"4",4,"6.png","2.png","z"
"5",5,"3_R_confound.png","3_R.png","z"
"6",6,"11.png","3.png","z"
"7",7,"1_R_confound.png","3_R.png","m"
"8",8,"5_R.png","1_R.png","m"
"9",9,"6_R.png","2_R.png","m"
"10",10,"7.png","1.png","z"
"11",11,"8_R.png","2_R.png","m"
"12",12,"2.png","2.png","z"
"13",13,"4.png","2.png","z"
"14",14,"1_confound.png","3.png","z"
"15",15,"10_R.png","4_R.png","z"
"16",16,"8.png","2.png","z"
"17",17,"4_R.png","2_R.png","m"
"18",18,"10.png","4.png","m"
"19",19,"2_R_confound.png","4_R.png","z"
"20",20,"12.png","4.png","m"
"21",21,"12_R.png","4_R.png","z"
"22",22,"1.png","1.png","z"
"23",23,"7_R.png","1_R.png","m"
"24",24,"9_R.png","3_R.png","m"
"25",25,"2_R.png","2_R.png","m"
"26",26,"2_confound.png","4.png","m"
"27",27,"11_R.png","3_R.png","m"
"28",28,"3_confound.png","3.png","m"
"29",29,"9.png","3.png","z"
"30",30,"1_R.png","1_R.png","m"
"31",31,"3_R.png","1_R.png","m"
"32",32,"5.png","1.png","z"
