"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"4_R.png","2_R.png","z"
"2",2,"2_confound.png","4.png","z"
"3",3,"7.png","1.png","m"
"4",4,"11_R.png","3_R.png","m"
"5",5,"9.png","3.png","m"
"6",6,"3_R.png","1_R.png","z"
"7",7,"8_R.png","2_R.png","z"
"8",8,"1_R_confound.png","3_R.png","z"
"9",9,"2.png","2.png","z"
"10",10,"11.png","3.png","z"
"11",11,"3.png","1.png","m"
"12",12,"1_confound.png","3.png","m"
"13",13,"12.png","4.png","m"
"14",14,"4_R_confound.png","4_R.png","z"
"15",15,"2_R_confound.png","4_R.png","m"
"16",16,"9_R.png","3_R.png","z"
"17",17,"6.png","2.png","z"
"18",18,"8.png","2.png","m"
"19",19,"4_confound.png","4.png","m"
"20",20,"3_confound.png","3.png","z"
"21",21,"5.png","1.png","z"
"22",22,"10.png","4.png","z"
"23",23,"6_R.png","2_R.png","m"
"24",24,"3_R_confound.png","3_R.png","m"
"25",25,"10_R.png","4_R.png","m"
"26",26,"1.png","1.png","z"
"27",27,"5_R.png","1_R.png","m"
"28",28,"2_R.png","2_R.png","m"
"29",29,"4.png","2.png","m"
"30",30,"12_R.png","4_R.png","z"
"31",31,"1_R.png","1_R.png","m"
"32",32,"7_R.png","1_R.png","z"
