"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"5_R.png","1_R.png","m"
"2",2,"8.png","2.png","m"
"3",3,"9.png","3.png","m"
"4",4,"10_R.png","4_R.png","m"
"5",5,"4_confound.png","4.png","m"
"6",6,"2.png","2.png","z"
"7",7,"11_R.png","3_R.png","m"
"8",8,"3_confound.png","3.png","z"
"9",9,"10.png","4.png","z"
"10",10,"1.png","1.png","z"
"11",11,"12_R.png","4_R.png","z"
"12",12,"4.png","2.png","m"
"13",13,"3.png","1.png","m"
"14",14,"12.png","4.png","m"
"15",15,"7_R.png","1_R.png","z"
"16",16,"4_R_confound.png","4_R.png","z"
"17",17,"2_R_confound.png","4_R.png","m"
"18",18,"2_confound.png","4.png","z"
"19",19,"9_R.png","3_R.png","z"
"20",20,"6.png","2.png","z"
"21",21,"1_R.png","1_R.png","m"
"22",22,"4_R.png","2_R.png","z"
"23",23,"2_R.png","2_R.png","m"
"24",24,"5.png","1.png","z"
"25",25,"3_R.png","1_R.png","z"
"26",26,"6_R.png","2_R.png","m"
"27",27,"1_R_confound.png","3_R.png","z"
"28",28,"3_R_confound.png","3_R.png","m"
"29",29,"7.png","1.png","m"
"30",30,"1_confound.png","3.png","m"
"31",31,"11.png","3.png","z"
"32",32,"8_R.png","2_R.png","z"
