"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"7_R.png","1_R.png","z"
"2",2,"1_R.png","1_R.png","m"
"3",3,"1.png","1.png","z"
"4",4,"4_R_confound.png","4_R.png","m"
"5",5,"1_confound.png","3.png","z"
"6",6,"8.png","2.png","z"
"7",7,"9_R.png","3_R.png","m"
"8",8,"8_R.png","2_R.png","m"
"9",9,"2_R.png","2_R.png","z"
"10",10,"6_R.png","2_R.png","z"
"11",11,"1_R_confound.png","3_R.png","m"
"12",12,"11_R.png","3_R.png","z"
"13",13,"4_confound.png","4.png","z"
"14",14,"3_R_confound.png","3_R.png","z"
"15",15,"5.png","1.png","m"
"16",16,"2.png","2.png","m"
"17",17,"2_R_confound.png","4_R.png","z"
"18",18,"3_confound.png","3.png","m"
"19",19,"7.png","1.png","z"
"20",20,"11.png","3.png","m"
"21",21,"3.png","1.png","z"
"22",22,"12_R.png","4_R.png","m"
"23",23,"6.png","2.png","z"
"24",24,"4_R.png","2_R.png","m"
"25",25,"4.png","2.png","z"
"26",26,"9.png","3.png","z"
"27",27,"3_R.png","1_R.png","m"
"28",28,"5_R.png","1_R.png","m"
"29",29,"10_R.png","4_R.png","z"
"30",30,"12.png","4.png","z"
"31",31,"2_confound.png","4.png","m"
"32",32,"10.png","4.png","m"
