"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"4_R_confound.png","4_R.png","m"
"2",2,"8_R.png","2_R.png","m"
"3",3,"3_confound.png","3.png","m"
"4",4,"10.png","4.png","m"
"5",5,"9_R.png","3_R.png","m"
"6",6,"2.png","2.png","m"
"7",7,"2_R_confound.png","4_R.png","z"
"8",8,"7_R.png","1_R.png","m"
"9",9,"12.png","4.png","z"
"10",10,"12_R.png","4_R.png","m"
"11",11,"1_R_confound.png","3_R.png","m"
"12",12,"3.png","1.png","z"
"13",13,"1.png","1.png","m"
"14",14,"6.png","2.png","m"
"15",15,"4_confound.png","4.png","z"
"16",16,"5.png","1.png","m"
"17",17,"9.png","3.png","z"
"18",18,"11_R.png","3_R.png","m"
"19",19,"10_R.png","4_R.png","z"
"20",20,"4.png","2.png","z"
"21",21,"8.png","2.png","z"
"22",22,"5_R.png","1_R.png","z"
"23",23,"2_confound.png","4.png","m"
"24",24,"3_R_confound.png","3_R.png","z"
"25",25,"2_R.png","2_R.png","z"
"26",26,"11.png","3.png","m"
"27",27,"1_R.png","1_R.png","z"
"28",28,"7.png","1.png","z"
"29",29,"1_confound.png","3.png","z"
"30",30,"3_R.png","1_R.png","m"
"31",31,"6_R.png","2_R.png","z"
"32",32,"4_R.png","2_R.png","m"
