"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"11_R.png","3_R.png","m"
"2",2,"3.png","1.png","m"
"3",3,"10.png","4.png","m"
"4",4,"8_R.png","2_R.png","m"
"5",5,"1_R_confound.png","3_R.png","m"
"6",6,"7.png","1.png","z"
"7",7,"1.png","1.png","m"
"8",8,"4.png","2.png","z"
"9",9,"4_R_confound.png","4_R.png","m"
"10",10,"4_R.png","2_R.png","m"
"11",11,"1_confound.png","3.png","z"
"12",12,"9.png","3.png","z"
"13",13,"3_confound.png","3.png","m"
"14",14,"2_confound.png","4.png","m"
"15",15,"9_R.png","3_R.png","z"
"16",16,"3_R_confound.png","3_R.png","z"
"17",17,"5.png","1.png","m"
"18",18,"2_R.png","2_R.png","z"
"19",19,"2.png","2.png","m"
"20",20,"7_R.png","1_R.png","m"
"21",21,"12_R.png","4_R.png","m"
"22",22,"12.png","4.png","z"
"23",23,"6.png","2.png","m"
"24",24,"5_R.png","1_R.png","z"
"25",25,"2_R_confound.png","4_R.png","z"
"26",26,"11.png","3.png","m"
"27",27,"10_R.png","4_R.png","z"
"28",28,"8.png","2.png","z"
"29",29,"4_confound.png","4.png","z"
"30",30,"6_R.png","2_R.png","z"
"31",31,"1_R.png","1_R.png","z"
"32",32,"3_R.png","1_R.png","m"
