"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"6_R.png","2_R.png","null"
"2",2,"11_R.png","3_R.png","m"
"3",3,"2_confound.png","4.png","z"
"4",4,"12.png","4.png","z"
"5",5,"8_R.png","2_R.png","m"
"6",6,"2_R.png","2_R.png","z"
"7",7,"2_R_confound.png","4_R.png","z"
"8",8,"3_confound.png","3.png","m"
"9",9,"4_confound.png","4.png","z"
"10",10,"3_R_confound.png","3_R.png","z"
"11",11,"7_R.png","1_R.png","m"
"12",12,"10_R.png","4_R.png","z"
"13",13,"6.png","2.png","z"
"14",14,"4.png","2.png","z"
"15",15,"12_R.png","4_R.png","m"
"16",16,"3.png","1.png","z"
"17",17,"1.png","1.png","m"
"18",18,"8.png","2.png","z"
"19",19,"1_R.png","1_R.png","z"
"20",20,"9_R.png","3_R.png","m"
"21",21,"4_R_confound.png","4_R.png","z"
"22",22,"10.png","4.png","m"
"23",23,"1_confound.png","3.png","z"
"24",24,"9.png","3.png","m"
"25",25,"5.png","1.png","m"
"26",26,"1_R_confound.png","3_R.png","m"
"27",27,"7.png","1.png","z"
"28",28,"4_R.png","2_R.png","m"
"29",29,"2.png","2.png","m"
"30",30,"5_R.png","1_R.png","z"
"31",31,"11.png","3.png","m"
"32",32,"3_R.png","1_R.png","m"
