"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"4.png","2.png","m"
"2",2,"8_R.png","2_R.png","z"
"3",3,"1_R.png","1_R.png","m"
"4",4,"3_R.png","1_R.png","z"
"5",5,"10_R.png","4_R.png","z"
"6",6,"10.png","4.png","m"
"7",7,"7_R.png","1_R.png","m"
"8",8,"9_R.png","3_R.png","m"
"9",9,"6_R.png","2_R.png","z"
"10",10,"1_confound.png","3.png","z"
"11",11,"2.png","2.png","m"
"12",12,"2_R.png","2_R.png","z"
"13",13,"9.png","3.png","m"
"14",14,"4_R_confound.png","4_R.png","z"
"15",15,"5.png","1.png","m"
"16",16,"4_R.png","2_R.png","m"
"17",17,"1_R_confound.png","3_R.png","m"
"18",18,"3_confound.png","3.png","m"
"19",19,"6.png","2.png","m"
"20",20,"5_R.png","1_R.png","z"
"21",21,"11_R.png","3_R.png","m"
"22",22,"2_confound.png","4.png","m"
"23",23,"3_R_confound.png","3_R.png","z"
"24",24,"3.png","1.png","z"
"25",25,"2_R_confound.png","4_R.png","z"
"26",26,"12.png","4.png","z"
"27",27,"8.png","2.png","z"
"28",28,"4_confound.png","4.png","z"
"29",29,"12_R.png","4_R.png","m"
"30",30,"11.png","3.png","m"
"31",31,"1.png","1.png","m"
"32",32,"7.png","1.png","z"
