"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"3_R.png","1_R.png","z"
"2",2,"7.png","1.png","z"
"3",3,"11.png","3.png","m"
"4",4,"9.png","3.png","z"
"5",5,"5_R.png","1_R.png","z"
"6",6,"8_R.png","2_R.png","m"
"7",7,"11_R.png","3_R.png","z"
"8",8,"4_R_confound.png","4_R.png","m"
"9",9,"2_R_confound.png","4_R.png","z"
"10",10,"12_R.png","4_R.png","m"
"11",11,"6_R.png","2_R.png","z"
"12",12,"2.png","2.png","m"
"13",13,"1_R.png","1_R.png","z"
"14",14,"4_confound.png","4.png","z"
"15",15,"4.png","2.png","z"
"16",16,"3.png","1.png","z"
"17",17,"12.png","4.png","z"
"18",18,"1.png","1.png","m"
"19",19,"4_R.png","2_R.png","m"
"20",20,"2_confound.png","4.png","m"
"21",21,"5.png","1.png","m"
"22",22,"7_R.png","1_R.png","m"
"23",23,"3_R_confound.png","3_R.png","z"
"24",24,"9_R.png","3_R.png","m"
"25",25,"8.png","2.png","z"
"26",26,"1_confound.png","3.png","z"
"27",27,"1_R_confound.png","3_R.png","m"
"28",28,"10.png","4.png","m"
"29",29,"3_confound.png","3.png","m"
"30",30,"2_R.png","2_R.png","z"
"31",31,"10_R.png","4_R.png","z"
"32",32,"6.png","2.png","m"
