"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"4_R.png","2_R.png","z"
"2",2,"5_R.png","1_R.png","m"
"3",3,"8_R.png","2_R.png","m"
"4",4,"1.png","1.png","z"
"5",5,"12.png","4.png","m"
"6",6,"11_R.png","3_R.png","z"
"7",7,"11.png","3.png","z"
"8",8,"12_R.png","4_R.png","z"
"9",9,"6_R.png","2_R.png","m"
"10",10,"9_R.png","3_R.png","z"
"11",11,"6.png","2.png","z"
"12",12,"2.png","2.png","z"
"13",13,"2_R.png","2_R.png","m"
"14",14,"10_R.png","4_R.png","m"
"15",15,"7.png","1.png","m"
"16",16,"5.png","1.png","z"
"17",17,"3.png","1.png","m"
"18",18,"7_R.png","1_R.png","z"
"19",19,"8.png","2.png","m"
"20",20,"9.png","3.png","m"
"21",21,"1_R.png","1_R.png","m"
"22",22,"4.png","2.png","m"
"23",23,"3_R.png","1_R.png","z"
"24",24,"10.png","4.png","z"
