"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"10_R.png","4_R.png","z"
"2",2,"8.png","2.png","m"
"3",3,"12.png","4.png","z"
"4",4,"3_R.png","1_R.png","z"
"5",5,"4_R.png","2_R.png","m"
"6",6,"1.png","1.png","z"
"7",7,"6.png","2.png","z"
"8",8,"7_R.png","1_R.png","z"
"9",9,"5_R.png","1_R.png","m"
"10",10,"5.png","1.png","z"
"11",11,"2_R.png","2_R.png","m"
"12",12,"2.png","2.png","m"
"13",13,"10.png","4.png","m"
"14",14,"1_R.png","1_R.png","m"
"15",15,"11_R.png","3_R.png","z"
"16",16,"8_R.png","2_R.png","m"
"17",17,"11.png","3.png","m"
"18",18,"9_R.png","3_R.png","z"
"19",19,"3.png","1.png","z"
"20",20,"6_R.png","2_R.png","z"
"21",21,"4.png","2.png","z"
"22",22,"9.png","3.png","m"
"23",23,"12_R.png","4_R.png","z"
"24",24,"7.png","1.png","m"
