"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"2.png","2.png","z"
"2",2,"6.png","2.png","z"
"3",3,"7_R.png","1_R.png","m"
"4",4,"10.png","4.png","m"
"5",5,"2_R.png","2_R.png","z"
"6",6,"5_R.png","1_R.png","z"
"7",7,"11.png","3.png","m"
"8",8,"3.png","1.png","z"
"9",9,"1_R.png","1_R.png","z"
"10",10,"3_R.png","1_R.png","z"
"11",11,"1.png","1.png","m"
"12",12,"7.png","1.png","z"
"13",13,"8.png","2.png","z"
"14",14,"10_R.png","4_R.png","z"
"15",15,"11_R.png","3_R.png","z"
"16",16,"6_R.png","2_R.png","m"
"17",17,"4_R.png","2_R.png","m"
"18",18,"5.png","1.png","z"
"19",19,"8_R.png","2_R.png","m"
"20",20,"12_R.png","4_R.png","m"
"21",21,"9_R.png","3_R.png","z"
"22",22,"4.png","2.png","m"
"23",23,"9.png","3.png","z"
"24",24,"12.png","4.png","z"
