"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"8.png","2.png","null"
"2",2,"1.png","1.png","z"
"3",3,"11_R.png","3_R.png","m"
"4",4,"10_R.png","4_R.png","m"
"5",5,"9_R.png","3_R.png","z"
"6",6,"5_R.png","1_R.png","m"
"7",7,"4_R.png","2_R.png","z"
"8",8,"12_R.png","4_R.png","z"
"9",9,"9.png","3.png","m"
"10",10,"6.png","2.png","z"
"11",11,"2.png","2.png","z"
"12",12,"12.png","4.png","m"
"13",13,"11.png","3.png","z"
"14",14,"4.png","2.png","m"
"15",15,"1_R.png","1_R.png","m"
"16",16,"2_R.png","2_R.png","m"
"17",17,"5.png","1.png","z"
"18",18,"7_R.png","1_R.png","null"
"19",19,"3_R.png","1_R.png","m"
"20",20,"7.png","1.png","m"
"21",21,"3.png","1.png","m"
"22",22,"8_R.png","2_R.png","m"
"23",23,"6_R.png","2_R.png","m"
"24",24,"10.png","4.png","m"
