"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"12_R.png","4_R.png","z"
"2",2,"4_R.png","2_R.png","z"
"3",3,"3.png","1.png","m"
"4",4,"7.png","1.png","m"
"5",5,"6.png","2.png","m"
"6",6,"8_R.png","2_R.png","m"
"7",7,"3_R.png","1_R.png","m"
"8",8,"2_R.png","2_R.png","z"
"9",9,"1.png","1.png","m"
"10",10,"5.png","1.png","m"
"11",11,"10_R.png","4_R.png","z"
"12",12,"12.png","4.png","z"
"13",13,"4.png","2.png","z"
"14",14,"9_R.png","3_R.png","m"
"15",15,"11_R.png","3_R.png","z"
"16",16,"7_R.png","1_R.png","m"
"17",17,"10.png","4.png","m"
"18",18,"8.png","2.png","z"
"19",19,"2.png","2.png","m"
"20",20,"6_R.png","2_R.png","z"
"21",21,"11.png","3.png","m"
"22",22,"1_R.png","1_R.png","z"
"23",23,"5_R.png","1_R.png","z"
"24",24,"9.png","3.png","z"
