"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"7.png","1.png","m"
"2",2,"9.png","3.png","z"
"3",3,"9_R.png","3_R.png","m"
"4",4,"12.png","4.png","z"
"5",5,"1.png","1.png","m"
"6",6,"1_R.png","1_R.png","z"
"7",7,"11_R.png","3_R.png","z"
"8",8,"2.png","2.png","m"
"9",9,"5_R.png","1_R.png","z"
"10",10,"7_R.png","1_R.png","m"
"11",11,"10_R.png","4_R.png","z"
"12",12,"5.png","1.png","m"
"13",13,"6.png","2.png","m"
"14",14,"11.png","3.png","m"
"15",15,"4.png","2.png","z"
"16",16,"4_R.png","2_R.png","m"
"17",17,"8.png","2.png","z"
"18",18,"3.png","1.png","z"
"19",19,"3_R.png","1_R.png","m"
"20",20,"6_R.png","2_R.png","z"
"21",21,"10.png","4.png","m"
"22",22,"12_R.png","4_R.png","m"
"23",23,"8_R.png","2_R.png","m"
"24",24,"2_R.png","2_R.png","z"
