"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"8_R.png","2_R.png","m"
"2",2,"3_R.png","1_R.png","m"
"3",3,"7_R.png","1_R.png","z"
"4",4,"6_R.png","2_R.png","z"
"5",5,"4.png","2.png","z"
"6",6,"8.png","2.png","m"
"7",7,"2.png","2.png","z"
"8",8,"10_R.png","4_R.png","z"
"9",9,"1.png","1.png","m"
"10",10,"2_R.png","2_R.png","m"
"11",11,"11.png","3.png","z"
"12",12,"9.png","3.png","z"
"13",13,"5_R.png","1_R.png","z"
"14",14,"6.png","2.png","m"
"15",15,"9_R.png","3_R.png","m"
"16",16,"1_R.png","1_R.png","z"
"17",17,"12_R.png","4_R.png","m"
"18",18,"11_R.png","3_R.png","m"
"19",19,"12.png","4.png","z"
"20",20,"5.png","1.png","z"
"21",21,"10.png","4.png","z"
"22",22,"7.png","1.png","z"
"23",23,"4_R.png","2_R.png","m"
"24",24,"3.png","1.png","z"
