"","trial_num","image_ID_targets","image_ID_pairs","response_pairs"
"1",1,"2.png","2.png","z"
"2",2,"2_R.png","2_R.png","m"
"3",3,"10_R.png","4_R.png","z"
"4",4,"5.png","1.png","z"
"5",5,"3.png","1.png","m"
"6",6,"4.png","2.png","m"
"7",7,"11_R.png","3_R.png","m"
"8",8,"5_R.png","1_R.png","m"
"9",9,"8.png","2.png","m"
"10",10,"6.png","2.png","z"
"11",11,"4_R.png","2_R.png","z"
"12",12,"1_R.png","1_R.png","m"
"13",13,"7.png","1.png","z"
"14",14,"12_R.png","4_R.png","m"
"15",15,"12.png","4.png","m"
"16",16,"9.png","3.png","m"
"17",17,"10.png","4.png","z"
"18",18,"7_R.png","1_R.png","m"
"19",19,"3_R.png","1_R.png","z"
"20",20,"6_R.png","2_R.png","m"
"21",21,"9_R.png","3_R.png","z"
"22",22,"8_R.png","2_R.png","z"
"23",23,"11.png","3.png","z"
"24",24,"1.png","1.png","z"
